# y+ ()         
# Time          	patch           	min             	max             	average         
223             	lowerWall	2.18435434e-01	1.35599713e+00	2.60235335e-01
224             	lowerWall	2.18259691e-01	1.35597085e+00	2.60103077e-01
225             	lowerWall	2.18085266e-01	1.35594475e+00	2.59972083e-01
226             	lowerWall	2.17912138e-01	1.35591883e+00	2.59842333e-01
227             	lowerWall	2.17740290e-01	1.35589308e+00	2.59713812e-01
228             	lowerWall	2.17569701e-01	1.35586750e+00	2.59586502e-01
229             	lowerWall	2.17400354e-01	1.35584209e+00	2.59460385e-01
230             	lowerWall	2.17232231e-01	1.35581686e+00	2.59335444e-01
231             	lowerWall	2.17065313e-01	1.35579178e+00	2.59211664e-01
232             	lowerWall	2.16899582e-01	1.35576688e+00	2.59089029e-01
233             	lowerWall	2.16735021e-01	1.35574213e+00	2.58967521e-01
234             	lowerWall	2.16571614e-01	1.35571755e+00	2.58847126e-01
235             	lowerWall	2.16409343e-01	1.35569312e+00	2.58727828e-01
236             	lowerWall	2.16248193e-01	1.35566886e+00	2.58609613e-01
237             	lowerWall	2.16088148e-01	1.35564474e+00	2.58492465e-01
238             	lowerWall	2.15929193e-01	1.35562078e+00	2.58376369e-01
239             	lowerWall	2.15771311e-01	1.35559696e+00	2.58261312e-01
240             	lowerWall	2.15614488e-01	1.35557331e+00	2.58147279e-01
241             	lowerWall	2.15458706e-01	1.35554979e+00	2.58034256e-01
242             	lowerWall	2.15303953e-01	1.35552643e+00	2.57922231e-01
243             	lowerWall	2.15150212e-01	1.35550320e+00	2.57811188e-01
244             	lowerWall	2.14997469e-01	1.35548013e+00	2.57701115e-01
245             	lowerWall	2.14845710e-01	1.35545719e+00	2.57592000e-01
246             	lowerWall	2.14694919e-01	1.35543440e+00	2.57483829e-01
247             	lowerWall	2.14545084e-01	1.35541173e+00	2.57376589e-01
248             	lowerWall	2.14396190e-01	1.35538922e+00	2.57270268e-01
249             	lowerWall	2.14248225e-01	1.35536682e+00	2.57164855e-01
250             	lowerWall	2.14101175e-01	1.35534458e+00	2.57060337e-01
251             	lowerWall	2.13955027e-01	1.35532245e+00	2.56956702e-01
252             	lowerWall	2.13809771e-01	1.35530046e+00	2.56853938e-01
253             	lowerWall	2.13665392e-01	1.35527860e+00	2.56752035e-01
254             	lowerWall	2.13521880e-01	1.35525687e+00	2.56650981e-01
255             	lowerWall	2.13379222e-01	1.35523526e+00	2.56550765e-01
256             	lowerWall	2.13237407e-01	1.35521378e+00	2.56451376e-01
257             	lowerWall	2.13096423e-01	1.35519242e+00	2.56352803e-01
258             	lowerWall	2.12956259e-01	1.35517119e+00	2.56255036e-01
259             	lowerWall	2.12816904e-01	1.35515008e+00	2.56158065e-01
260             	lowerWall	2.12678346e-01	1.35512909e+00	2.56061879e-01
261             	lowerWall	2.12540575e-01	1.35510821e+00	2.55966468e-01
262             	lowerWall	2.12403580e-01	1.35508746e+00	2.55871821e-01
263             	lowerWall	2.12267350e-01	1.35506681e+00	2.55777930e-01
264             	lowerWall	2.12131877e-01	1.35504629e+00	2.55684785e-01
265             	lowerWall	2.11997149e-01	1.35502587e+00	2.55592377e-01
266             	lowerWall	2.11863157e-01	1.35500558e+00	2.55500695e-01
267             	lowerWall	2.11729891e-01	1.35498539e+00	2.55409731e-01
268             	lowerWall	2.11597341e-01	1.35496532e+00	2.55319475e-01
269             	lowerWall	2.11465499e-01	1.35494535e+00	2.55229920e-01
270             	lowerWall	2.11334354e-01	1.35492549e+00	2.55141056e-01
271             	lowerWall	2.11203897e-01	1.35490574e+00	2.55052875e-01
272             	lowerWall	2.11074121e-01	1.35488610e+00	2.54965367e-01
273             	lowerWall	2.10945015e-01	1.35486656e+00	2.54878526e-01
274             	lowerWall	2.10816571e-01	1.35484712e+00	2.54792342e-01
275             	lowerWall	2.10688780e-01	1.35482779e+00	2.54706807e-01
276             	lowerWall	2.10561635e-01	1.35480856e+00	2.54621914e-01
277             	lowerWall	2.10435126e-01	1.35478943e+00	2.54537655e-01
278             	lowerWall	2.10309245e-01	1.35477040e+00	2.54454021e-01
279             	lowerWall	2.10183981e-01	1.35475147e+00	2.54371006e-01
280             	lowerWall	2.10059325e-01	1.35473264e+00	2.54288601e-01
281             	lowerWall	2.09935266e-01	1.35471390e+00	2.54206801e-01
282             	lowerWall	2.09811793e-01	1.35469527e+00	2.54125596e-01
283             	lowerWall	2.09688898e-01	1.35467672e+00	2.54044979e-01
284             	lowerWall	2.09566568e-01	1.35465828e+00	2.53964943e-01
285             	lowerWall	2.09444796e-01	1.35463992e+00	2.53885480e-01
286             	lowerWall	2.09323570e-01	1.35462166e+00	2.53806584e-01
287             	lowerWall	2.09202884e-01	1.35460349e+00	2.53728246e-01
288             	lowerWall	2.09082728e-01	1.35458541e+00	2.53650460e-01
289             	lowerWall	2.08963094e-01	1.35456742e+00	2.53573220e-01
290             	lowerWall	2.08843975e-01	1.35454953e+00	2.53496517e-01
291             	lowerWall	2.08725363e-01	1.35453171e+00	2.53420346e-01
292             	lowerWall	2.08607251e-01	1.35451399e+00	2.53344699e-01
293             	lowerWall	2.08489634e-01	1.35449635e+00	2.53269571e-01
294             	lowerWall	2.08372504e-01	1.35447881e+00	2.53194955e-01
295             	lowerWall	2.08255856e-01	1.35446134e+00	2.53120846e-01
296             	lowerWall	2.08139684e-01	1.35444396e+00	2.53047236e-01
297             	lowerWall	2.08023984e-01	1.35442666e+00	2.52974119e-01
298             	lowerWall	2.07908748e-01	1.35440945e+00	2.52901491e-01
299             	lowerWall	2.07793973e-01	1.35439232e+00	2.52829345e-01
