# y+ ()         
# Time          	patch           	min             	max             	average         
216             	bottom	7.06188693e+01	1.16333418e+02	8.37779995e+01
217             	bottom	7.06206573e+01	1.16333446e+02	8.37782562e+01
218             	bottom	7.06223757e+01	1.16333474e+02	8.37785074e+01
219             	bottom	7.06240278e+01	1.16333501e+02	8.37787533e+01
220             	bottom	7.06256169e+01	1.16333529e+02	8.37789940e+01
221             	bottom	7.06271460e+01	1.16333556e+02	8.37792298e+01
222             	bottom	7.06286181e+01	1.16333584e+02	8.37794608e+01
223             	bottom	7.06300360e+01	1.16333611e+02	8.37796872e+01
224             	bottom	7.06314022e+01	1.16333638e+02	8.37799092e+01
225             	bottom	7.06327193e+01	1.16333665e+02	8.37801269e+01
226             	bottom	7.06339897e+01	1.16333692e+02	8.37803405e+01
227             	bottom	7.06352156e+01	1.16333719e+02	8.37805501e+01
228             	bottom	7.06363992e+01	1.16333746e+02	8.37807560e+01
229             	bottom	7.06375424e+01	1.16333773e+02	8.37809581e+01
230             	bottom	7.06386473e+01	1.16333800e+02	8.37811567e+01
231             	bottom	7.06397156e+01	1.16333826e+02	8.37813519e+01
232             	bottom	7.06407490e+01	1.16333853e+02	8.37815437e+01
233             	bottom	7.06417492e+01	1.16333880e+02	8.37817323e+01
234             	bottom	7.06427179e+01	1.16333906e+02	8.37819179e+01
235             	bottom	7.06436564e+01	1.16333932e+02	8.37821005e+01
236             	bottom	7.06445662e+01	1.16333959e+02	8.37822801e+01
237             	bottom	7.06454486e+01	1.16333985e+02	8.37824570e+01
238             	bottom	7.06463048e+01	1.16334011e+02	8.37826312e+01
239             	bottom	7.06471363e+01	1.16334037e+02	8.37828027e+01
240             	bottom	7.06479439e+01	1.16334063e+02	8.37829717e+01
241             	bottom	7.06487290e+01	1.16334089e+02	8.37831382e+01
242             	bottom	7.06494924e+01	1.16334114e+02	8.37833024e+01
243             	bottom	7.06502351e+01	1.16334140e+02	8.37834642e+01
244             	bottom	7.06509581e+01	1.16334166e+02	8.37836237e+01
245             	bottom	7.06516623e+01	1.16334191e+02	8.37837810e+01
246             	bottom	7.06523485e+01	1.16334217e+02	8.37839362e+01
247             	bottom	7.06530174e+01	1.16334242e+02	8.37840894e+01
248             	bottom	7.06536698e+01	1.16334267e+02	8.37842405e+01
249             	bottom	7.06543064e+01	1.16334292e+02	8.37843896e+01
250             	bottom	7.06549280e+01	1.16334317e+02	8.37845368e+01
251             	bottom	7.06555351e+01	1.16334342e+02	8.37846821e+01
252             	bottom	7.06561283e+01	1.16334367e+02	8.37848256e+01
253             	bottom	7.06567082e+01	1.16334391e+02	8.37849674e+01
254             	bottom	7.06572754e+01	1.16334416e+02	8.37851074e+01
255             	bottom	7.06578304e+01	1.16334441e+02	8.37852458e+01
256             	bottom	7.06583736e+01	1.16334466e+02	8.37853825e+01
257             	bottom	7.06589056e+01	1.16334490e+02	8.37855176e+01
258             	bottom	7.06594267e+01	1.16334515e+02	8.37856511e+01
259             	bottom	7.06599374e+01	1.16334539e+02	8.37857831e+01
260             	bottom	7.06604381e+01	1.16334563e+02	8.37859136e+01
261             	bottom	7.06609292e+01	1.16334588e+02	8.37860427e+01
262             	bottom	7.06614109e+01	1.16334612e+02	8.37861704e+01
263             	bottom	7.06618838e+01	1.16334636e+02	8.37862967e+01
264             	bottom	7.06623480e+01	1.16334660e+02	8.37864216e+01
265             	bottom	7.06628039e+01	1.16334684e+02	8.37865452e+01
266             	bottom	7.06632518e+01	1.16334708e+02	8.37866675e+01
267             	bottom	7.06636919e+01	1.16334732e+02	8.37867885e+01
268             	bottom	7.06641245e+01	1.16334756e+02	8.37869083e+01
269             	bottom	7.06645499e+01	1.16334780e+02	8.37870268e+01
270             	bottom	7.06649683e+01	1.16334804e+02	8.37871442e+01
271             	bottom	7.06653799e+01	1.16334827e+02	8.37872604e+01
272             	bottom	7.06657850e+01	1.16334851e+02	8.37873755e+01
273             	bottom	7.06661837e+01	1.16334874e+02	8.37874894e+01
274             	bottom	7.06665762e+01	1.16334898e+02	8.37876022e+01
275             	bottom	7.06669628e+01	1.16334921e+02	8.37877140e+01
276             	bottom	7.06673437e+01	1.16334945e+02	8.37878247e+01
277             	bottom	7.06677189e+01	1.16334968e+02	8.37879343e+01
278             	bottom	7.06680888e+01	1.16334991e+02	8.37880430e+01
279             	bottom	7.06684533e+01	1.16335015e+02	8.37881506e+01
280             	bottom	7.06688128e+01	1.16335038e+02	8.37882573e+01
281             	bottom	7.06691673e+01	1.16335061e+02	8.37883630e+01
282             	bottom	7.06695171e+01	1.16335084e+02	8.37884677e+01
283             	bottom	7.06698622e+01	1.16335107e+02	8.37885716e+01
284             	bottom	7.06702027e+01	1.16335130e+02	8.37886745e+01
285             	bottom	7.06705389e+01	1.16335153e+02	8.37887765e+01
286             	bottom	7.06708708e+01	1.16335175e+02	8.37888777e+01
287             	bottom	7.06711986e+01	1.16335198e+02	8.37889779e+01
288             	bottom	7.06715224e+01	1.16335221e+02	8.37890774e+01
289             	bottom	7.06718422e+01	1.16335243e+02	8.37891760e+01
290             	bottom	7.06721582e+01	1.16335266e+02	8.37892737e+01
291             	bottom	7.06724705e+01	1.16335289e+02	8.37893707e+01
292             	bottom	7.06727792e+01	1.16335311e+02	8.37894668e+01
293             	bottom	7.06730844e+01	1.16335334e+02	8.37895622e+01
294             	bottom	7.06733861e+01	1.16335356e+02	8.37896568e+01
295             	bottom	7.06736844e+01	1.16335378e+02	8.37897506e+01
296             	bottom	7.06739794e+01	1.16335401e+02	8.37898437e+01
297             	bottom	7.06742712e+01	1.16335423e+02	8.37899360e+01
298             	bottom	7.06745599e+01	1.16335445e+02	8.37900276e+01
299             	bottom	7.06748455e+01	1.16335467e+02	8.37901184e+01
300             	bottom	7.06751281e+01	1.16335489e+02	8.37902086e+01
301             	bottom	7.06754077e+01	1.16335511e+02	8.37902981e+01
302             	bottom	7.06756844e+01	1.16335533e+02	8.37903868e+01
303             	bottom	7.06759583e+01	1.16335555e+02	8.37904749e+01
304             	bottom	7.06762293e+01	1.16335577e+02	8.37905623e+01
305             	bottom	7.06764976e+01	1.16335599e+02	8.37906490e+01
306             	bottom	7.06767632e+01	1.16335621e+02	8.37907351e+01
307             	bottom	7.06770262e+01	1.16335643e+02	8.37908206e+01
308             	bottom	7.06772865e+01	1.16335664e+02	8.37909054e+01
309             	bottom	7.06775443e+01	1.16335686e+02	8.37909895e+01
310             	bottom	7.06777996e+01	1.16335708e+02	8.37910731e+01
311             	bottom	7.06780523e+01	1.16335729e+02	8.37911560e+01
312             	bottom	7.06783027e+01	1.16335751e+02	8.37912383e+01
313             	bottom	7.06785506e+01	1.16335772e+02	8.37913201e+01
314             	bottom	7.06787962e+01	1.16335794e+02	8.37914012e+01
315             	bottom	7.06790394e+01	1.16335815e+02	8.37914818e+01
316             	bottom	7.06792803e+01	1.16335837e+02	8.37915618e+01
317             	bottom	7.06795190e+01	1.16335858e+02	8.37916412e+01
318             	bottom	7.06797554e+01	1.16335879e+02	8.37917200e+01
319             	bottom	7.06799896e+01	1.16335900e+02	8.37917983e+01
320             	bottom	7.06802216e+01	1.16335922e+02	8.37918761e+01
321             	bottom	7.06804514e+01	1.16335943e+02	8.37919533e+01
322             	bottom	7.06806791e+01	1.16335964e+02	8.37920300e+01
323             	bottom	7.06809047e+01	1.16335985e+02	8.37921061e+01
324             	bottom	7.06811282e+01	1.16336006e+02	8.37921818e+01
325             	bottom	7.06813497e+01	1.16336027e+02	8.37922569e+01
326             	bottom	7.06815692e+01	1.16336048e+02	8.37923315e+01
327             	bottom	7.06817866e+01	1.16336069e+02	8.37924056e+01
