#             y             U_x             U_y             U_z             nut               k         epsilon
   0.0024265239        5.374789     0.023738494               0   7.2941454e-07    0.0055686883      0.29135453
    0.002596283       5.4089052      0.02415675               0   1.0029263e-06    0.0058910025      0.26912013
   0.0027764954       5.4302103     0.024426353               0   1.3115792e-06    0.0061566939      0.25095029
   0.0029678048        5.442614     0.024584301               0    1.601192e-06    0.0063555431      0.23834286
   0.0031708945       5.4493163     0.024665271               0   1.8225664e-06    0.0064889374      0.23096516
     0.00338649       5.4526485     0.024697254               0   1.9602432e-06    0.0065681482      0.22733336
   0.0036153613       5.4541488     0.024700551               0   2.0306789e-06    0.0066092223      0.22582956
   0.0038583258       5.4547385     0.024688243               0   2.0606905e-06    0.0066275175       0.2253052
   0.0041162514       5.4549155     0.024667726               0   2.0713624e-06     0.006634347      0.22514983
   0.0043900594       5.4549242     0.024642671               0   2.0744711e-06    0.0066363718      0.22510794
   0.0046807278       5.4548692     0.024614618               0   2.0751624e-06    0.0066367583      0.22509436
   0.0049892948       5.4547886     0.024584323               0   2.0752364e-06    0.0066367141       0.2250871
   0.0053168625       5.4546953     0.024551904               0   2.0751957e-06    0.0066366002      0.22508172
   0.0056646009       5.4545923     0.024517185               0   2.0751469e-06    0.0066364949      0.22507738
   0.0060337521       5.4544794     0.024480055               0   2.0751046e-06    0.0066364059      0.22507378
   0.0064256347       5.4543558     0.024440316               0   2.0750688e-06    0.0066363297      0.22507067
   0.0068416484       5.4542206     0.024397768               0   2.0750381e-06    0.0066362626      0.22506788
    0.007283279        5.454073     0.024352194               0   2.0750116e-06    0.0066362014      0.22506526
   0.0077521041       5.4539126     0.024303358               0   2.0749885e-06    0.0066361441      0.22506271
   0.0082497982       5.4537394     0.024251006               0   2.0749683e-06    0.0066360895      0.22506016
    0.008778139        5.453554      0.02419487               0   2.0749504e-06     0.006636037      0.22505763
   0.0093390136       5.4533561      0.02413466               0   2.0749343e-06    0.0066359859      0.22505509
   0.0099344254       5.4531454     0.024070053               0   2.0749198e-06    0.0066359353       0.2250525
    0.010566501       5.4529218     0.024000692               0   2.0749067e-06    0.0066358849      0.22504983
    0.011237498       5.4526856     0.023926203               0   2.0748945e-06    0.0066358348      0.22504713
    0.011949813       5.4524357      0.02384618               0    2.074883e-06    0.0066357838      0.22504434
    0.012705991        5.452168     0.023760164               0   2.0748721e-06    0.0066357283       0.2250412
    0.013508733       5.4518775     0.023667637               0   2.0748614e-06    0.0066356632       0.2250374
    0.014360904       5.4515597     0.023568039               0   2.0748506e-06    0.0066355838      0.22503264
    0.015265551       5.4512115     0.023460773               0   2.0748394e-06    0.0066354872      0.22502673
    0.016225903       5.4508298     0.023345198               0   2.0748277e-06    0.0066353705      0.22501949
    0.017245391        5.450412      0.02322062               0   2.0748153e-06    0.0066352313      0.22501076
    0.018327656       5.4499551     0.023086287               0    2.074802e-06    0.0066350668      0.22500037
    0.019476565       5.4494564     0.022941385               0   2.0747876e-06    0.0066348745      0.22498815
     0.02069622       5.4489129     0.022785037               0   2.0747721e-06    0.0066346517      0.22497394
    0.021990978       5.4483219     0.022616298               0   2.0747552e-06    0.0066343958      0.22495756
    0.023365464       5.4476808     0.022434153               0   2.0747369e-06    0.0066341045      0.22493886
    0.024824587       5.4469871     0.022237516               0   2.0747169e-06    0.0066337755      0.22491769
    0.026373559       5.4462388     0.022025226               0   2.0746954e-06     0.006633407      0.22489394
    0.028017912       5.4454341     0.021796052               0   2.0746722e-06    0.0066329973       0.2248675
     0.02976352       5.4445719     0.021548689               0   2.0746472e-06    0.0066325455       0.2248383
    0.031616619       5.4436514     0.021281766               0   2.0746204e-06    0.0066320507       0.2248063
    0.033583826       5.4426728     0.020993847               0   2.0745919e-06    0.0066315131       0.2247715
    0.035672168       5.4416369     0.020683448               0   2.0745616e-06    0.0066309334      0.22473394
    0.037889105       5.4405453     0.020349029               0   2.0745297e-06    0.0066303129      0.22469372
    0.040242556       5.4394002     0.019989029               0   2.0744963e-06    0.0066296538      0.22465096
    0.042740925       5.4382053     0.019601858               0   2.0744615e-06    0.0066289588      0.22460587
    0.045393137       5.4369648      0.01918595               0   2.0744254e-06    0.0066282317      0.22455867
    0.048208665        5.435684     0.018739739               0   2.0743884e-06    0.0066274768      0.22450965
    0.051197566       5.4343689     0.018261745               0   2.0743504e-06     0.006626699      0.22445914
    0.054370516       5.4330264     0.017750518               0    2.074312e-06     0.006625904      0.22440749
    0.057738847       5.4316641      0.01720477               0   2.0742732e-06    0.0066250976      0.22435509
    0.061314592       5.4302903     0.016623269               0   2.0742344e-06     0.006624286      0.22430236
     0.06511052       5.4289135     0.016005025               0   2.0741959e-06    0.0066234757       0.2242497
    0.069140193        5.427543     0.015349101               0   2.0741578e-06    0.0066226733      0.22419755
    0.073418001       5.4261878     0.014654891               0   2.0741206e-06     0.006621885      0.22414632
    0.077959226       5.4248574     0.013921767               0   2.0740844e-06    0.0066211171      0.22409641
    0.082780087       5.4235611     0.013149525               0   2.0740495e-06    0.0066203753       0.2240482
    0.087897803       5.4223082     0.012337804               0   2.0740163e-06    0.0066196653      0.22400205
    0.093330656       5.4211077     0.011486689               0   2.0739848e-06    0.0066189921      0.22395829
