#             x      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z             nut               k         epsilon
      0.1297058      0.13124696    -0.026546528               0     -0.18991648     -0.13125425               0               0               0               0        5.424715    0.0096124012               0   2.0131683e-06    0.0054324186      0.15326484
     0.13111848      0.13048868    -0.026584218               0      -0.1899697     -0.13048903               0               0               0               0       5.4248999    0.0095748757               0   2.0109525e-06    0.0053927898      0.15112546
      0.1325459      0.12972484    -0.026610505               0      -0.1900091     -0.12972504               0               0               0               0       5.4250856    0.0095369133               0   2.0087315e-06     0.005353309      0.14900839
      0.1339882      0.12895835    -0.026625597               0     -0.19003853     -0.12896247               0               0               0               0       5.4252721    0.0094985252               0   2.0065052e-06    0.0053139777      0.14691357
     0.13544554       0.1281982    -0.026629697               0     -0.19005654     -0.12820147               0               0               0               0       5.4254595    0.0094597228               0   2.0042737e-06    0.0052747972      0.14484092
     0.13691808      0.12744293    -0.026623028               0     -0.19006214     -0.12744218               0               0               0               0       5.4256477    0.0094205177               0   2.0020372e-06     0.005235769      0.14279036
     0.13840598      0.12668966    -0.026605839               0     -0.19005869     -0.12668477               0               0               0               0       5.4258368    0.0093809215               0   1.9997955e-06    0.0051968943      0.14076179
      0.1399094      0.12592729    -0.026578343               0      -0.1900433     -0.12592937               0               0               0               0       5.4260267    0.0093409461               0   1.9975488e-06    0.0051581746      0.13875514
     0.14142849      0.12517257    -0.026540698               0      -0.1900174     -0.12517613               0               0               0               0       5.4262174    0.0093006032               0   1.9952972e-06    0.0051196112      0.13677031
     0.14296343      0.12443236    -0.026493102               0     -0.18998347     -0.12442521               0               0               0               0        5.426409    0.0092599051               0   1.9930407e-06    0.0050812052      0.13480721
     0.14451437      0.12368064    -0.026435883               0     -0.18993856     -0.12367673               0               0               0               0       5.4266014    0.0092188639               0   1.9907793e-06     0.005042958      0.13286574
     0.14608149      0.12292576    -0.026369294               0     -0.18988331      -0.1229308               0               0               0               0       5.4267946    0.0091774917               0   1.9885131e-06    0.0050048708      0.13094581
     0.14766496      0.12218391    -0.026293485               0     -0.18981941     -0.12218755               0               0               0               0       5.4269887    0.0091358009               0   1.9862422e-06    0.0049669448      0.12904731
     0.14926493       0.1214444    -0.026208722               0     -0.18974621     -0.12144712               0               0               0               0       5.4271836    0.0090938038               0   1.9839665e-06    0.0049291811      0.12717014
      0.1508816      0.12070969    -0.026115269               0     -0.18966625      -0.1207096               0               0               0               0       5.4273793    0.0090515128               0   1.9816862e-06    0.0048915809       0.1253142
     0.15251512      0.11997849    -0.026013333               0     -0.18957709     -0.11997512               0               0               0               0       5.4275759    0.0090089404               0   1.9794013e-06    0.0048541453      0.12347937
     0.15416568      0.11924049    -0.025903182               0     -0.18947747     -0.11924379               0               0               0               0       5.4277733    0.0089660991               0   1.9771119e-06    0.0048168754      0.12166555
     0.15583345      0.11850999    -0.025785069               0     -0.18937034     -0.11851569               0               0               0               0       5.4279716    0.0089230015               0    1.974818e-06    0.0047797722      0.11987262
     0.15751862      0.11779083    -0.025659225               0     -0.18925618     -0.11779092               0               0               0               0       5.4281707    0.0088796599               0   1.9725196e-06    0.0047428368      0.11810047
     0.15922136      0.11707137    -0.025525901               0     -0.18913551     -0.11706959               0               0               0               0       5.4283706    0.0088360871               0   1.9702169e-06    0.0047060701      0.11634898
     0.16094186      0.11635271    -0.025385356               0     -0.18900621     -0.11635177               0               0               0               0       5.4285714    0.0087922955               0   1.9679098e-06    0.0046694732      0.11461803
      0.1626803      0.11563646    -0.025237821               0     -0.18886753     -0.11563756               0               0               0               0       5.4287731    0.0087482977               0   1.9655985e-06    0.0046330469       0.1129075
     0.16443687      0.11492398     -0.02508354               0     -0.18872238     -0.11492703               0               0               0               0       5.4289756    0.0087041061               0   1.9632829e-06    0.0045967923      0.11121727
     0.16621176       0.1142198    -0.024922756               0     -0.18857196     -0.11422026               0               0               0               0       5.4291789    0.0086597333               0   1.9609632e-06    0.0045607101      0.10954722
     0.16800516      0.11351563    -0.024755725               0     -0.18841628     -0.11351731               0               0               0               0       5.4293831    0.0086151918               0   1.9586394e-06    0.0045248013      0.10789721
     0.16981727      0.11281366    -0.024582709               0     -0.18825443     -0.11281826               0               0               0               0       5.4295882    0.0085704939               0   1.9563115e-06    0.0044890667      0.10626712
     0.17164827      0.11212094    -0.024403935               0     -0.18808527     -0.11212317               0               0               0               0       5.4297941     0.008525652               0   1.9539796e-06    0.0044535071      0.10465682
     0.17349837      0.11143055    -0.024219629               0     -0.18790965     -0.11143209               0               0               0               0       5.4300009    0.0084806783               0   1.9516438e-06    0.0044181233      0.10306618
     0.17536776      0.11074702    -0.024030057               0     -0.18773144     -0.11074508               0               0               0               0       5.4302086    0.0084355851               0   1.9493041e-06    0.0043829159      0.10149506
     0.17725665      0.11006456     -0.02383546               0     -0.18754713     -0.11006219               0               0               0               0       5.4304171    0.0083903845               0   1.9469605e-06    0.0043478859     0.099943327
     0.17916524      0.10937879    -0.023636052               0     -0.18735656     -0.10938348               0               0               0               0       5.4306265    0.0083450886               0   1.9446131e-06    0.0043130338     0.098410852
     0.18109373      0.10870532    -0.023432074               0     -0.18716291     -0.10870897               0               0               0               0       5.4308368    0.0082997093               0   1.9422621e-06    0.0042783603     0.096897495
     0.18304234      0.10803841    -0.023223761               0     -0.18696504     -0.10803871               0               0               0               0        5.431048    0.0082542584               0   1.9399073e-06    0.0042438662     0.095403116
     0.18501127      0.10736738    -0.023011353               0     -0.18676207     -0.10737273               0               0               0               0       5.4312601    0.0082087478               0   1.9375489e-06    0.0042095519     0.093927576
     0.18700073      0.10670383    -0.022795079               0     -0.18655552     -0.10671107               0               0               0               0        5.431473     0.008163189               0    1.935187e-06    0.0041754181     0.092470734
     0.18901094      0.10605282    -0.022575151               0     -0.18634722     -0.10605376               0               0               0               0       5.4316868    0.0081175936               0   1.9328215e-06    0.0041414653     0.091032448
     0.19104211       0.1054061     -0.02235179               0     -0.18613562      -0.1054008               0               0               0               0       5.4319016    0.0080719729               0   1.9304526e-06    0.0041076942     0.089612574
     0.19309447      0.10475718    -0.022125221               0     -0.18591871     -0.10475224               0               0               0               0       5.4321173    0.0080263381               0   1.9280802e-06    0.0040741051     0.088210969
     0.19516823      0.10410831    -0.021895663               0     -0.18569556     -0.10410808               0               0               0               0       5.4323338    0.0079807004               0   1.9257046e-06    0.0040406987     0.086827487
     0.19726361      0.10346698    -0.021663335               0       -0.185472     -0.10346834               0               0               0               0       5.4325513    0.0079350707               0   1.9233256e-06    0.0040074753     0.085461983
     0.19938085       0.1028328    -0.021428441               0     -0.18524918     -0.10283303               0               0               0               0       5.4327697    0.0078894598               0   1.9209434e-06    0.0039744354     0.084114309
     0.20152017      0.10219957    -0.021191176               0     -0.18502271     -0.10220215               0               0               0               0        5.432989    0.0078438782               0    1.918558e-06    0.0039415794     0.082784319
     0.20368181      0.10157126    -0.020951748               0     -0.18479396     -0.10157572               0               0               0               0       5.4332092    0.0077983366               0   1.9161694e-06    0.0039089078     0.081471863
     0.20586598      0.10095356    -0.020710367               0     -0.18456287     -0.10095373               0               0               0               0       5.4334304    0.0077528451               0   1.9137778e-06    0.0038764208     0.080176793
     0.20807294      0.10033957    -0.020467226               0     -0.18432829     -0.10033619               0               0               0               0       5.4336525    0.0077074139               0   1.9113831e-06    0.0038441187      0.07889896
     0.21030291     0.099725834    -0.020222513               0     -0.18409271    -0.099723078               0               0               0               0       5.4338756    0.0076620528               0   1.9089855e-06     0.003812002     0.077638212
     0.21255613     0.099114328     -0.01997642               0     -0.18385845    -0.099114403               0               0               0               0       5.4340996    0.0076167716               0   1.9065849e-06    0.0037800709       0.0763944
     0.21483286     0.098506413     -0.01972913               0     -0.18362415    -0.098510148               0               0               0               0       5.4343246    0.0075715799               0   1.9041815e-06    0.0037483256     0.075167372
     0.21713333     0.097904816     -0.01948082               0     -0.18338676    -0.097910307               0               0               0               0       5.4345505    0.0075264869               0   1.9017753e-06    0.0037167665     0.073956976
     0.21945779     0.097312347    -0.019231668               0     -0.18314709    -0.097314859               0               0               0               0       5.4347774    0.0074815018               0   1.8993663e-06    0.0036853936     0.072763061
     0.22180649     0.096726239    -0.018981862               0     -0.18290713    -0.096723797               0               0               0               0       5.4350053    0.0074366336               0   1.8969546e-06    0.0036542073     0.071585474
     0.22417969     0.096139285    -0.018731565               0     -0.18266812    -0.096137097               0               0               0               0       5.4352341    0.0073918908               0   1.8945402e-06    0.0036232077     0.070424062
     0.22657764     0.095554061    -0.018480929               0     -0.18242845    -0.095554746               0               0               0               0        5.435464     0.007347282               0   1.8921233e-06    0.0035923948     0.069278673
      0.2290006      0.09497581    -0.018230121               0     -0.18218848    -0.094976715               0               0               0               0       5.4356948    0.0073028155               0   1.8897038e-06    0.0035617689     0.068149154
     0.23144882     0.094401895    -0.017979311               0     -0.18194852    -0.094402984               0               0               0               0       5.4359266    0.0072584993               0   1.8872818e-06    0.0035313301     0.067035352
     0.23392258      0.09382971     -0.01772865               0     -0.18170839    -0.093833525               0               0               0               0       5.4361594    0.0072143412               0   1.8848573e-06    0.0035010784     0.065937113
     0.23642213     0.093264177    -0.017478282               0     -0.18146893     -0.09326832               0               0               0               0       5.4363932    0.0071703487               0   1.8824305e-06    0.0034710138     0.064854284
     0.23894776     0.092707746    -0.017228348               0     -0.18123073    -0.092707334               0               0               0               0       5.4366281    0.0071265292               0   1.8800013e-06    0.0034411365     0.063786712
     0.24149972      0.09215463    -0.016978992               0      -0.1809939    -0.092150546               0               0               0               0        5.436864    0.0070828898               0   1.8775699e-06    0.0034114464     0.062734243
      0.2440783     0.091600641    -0.016730356               0     -0.18075715    -0.091597915               0               0               0               0       5.4371009    0.0070394373               0   1.8751362e-06    0.0033819435     0.061696724
     0.24668377     0.091048933    -0.016482575               0      -0.1805209    -0.091049421               0               0               0               0       5.4373388    0.0069961784               0   1.8727003e-06    0.0033526279     0.060674002
     0.24931641     0.090503578    -0.016235775               0     -0.18028562    -0.090505025               0               0               0               0       5.4375778    0.0069531192               0   1.8702623e-06    0.0033234993     0.059665925
     0.25197651     0.089962156    -0.015990073               0     -0.18005064    -0.089964704               0               0               0               0       5.4378178    0.0069102661               0   1.8678223e-06    0.0032945578     0.058672338
     0.25466435      0.08942615    -0.015745592               0     -0.17981753    -0.089428417               0               0               0               0       5.4380589    0.0068676248               0   1.8653802e-06    0.0032658033     0.057693091
     0.25738022     0.088895568    -0.015502456               0      -0.1795875    -0.088896136               0               0               0               0       5.4383011    0.0068252009               0   1.8629361e-06    0.0032372356      0.05672803
     0.26012442     0.088367073    -0.015260776               0     -0.17935785    -0.088367821               0               0               0               0       5.4385443    0.0067829998               0   1.8604901e-06    0.0032088547     0.055777004
     0.26289723     0.087843571    -0.015020654               0     -0.17912938    -0.087843449               0               0               0               0       5.4387886    0.0067410264               0   1.8580422e-06    0.0031806603     0.054839861
     0.26569896     0.087323104    -0.014782188               0     -0.17890397    -0.087322978               0               0               0               0        5.439034    0.0066992858               0   1.8555925e-06    0.0031526523     0.053916449
     0.26852991     0.086806353    -0.014545481               0     -0.17867963    -0.086806379               0               0               0               0       5.4392804    0.0066577824               0    1.853141e-06    0.0031248305     0.053006617
     0.27139039     0.086294473    -0.014310635               0     -0.17845666    -0.086293612               0               0               0               0        5.439528    0.0066165205               0   1.8506878e-06    0.0030971948     0.052110216
      0.2742807     0.085780974    -0.014077733               0      -0.1782347     -0.08578465               0               0               0               0       5.4397767    0.0065755042               0   1.8482329e-06    0.0030697448     0.051227095
     0.27720115     0.085273205    -0.013846855               0       -0.178016    -0.085279454               0               0               0               0       5.4400265    0.0065347374               0   1.8457764e-06    0.0030424804     0.050357105
     0.28015205     0.084777341    -0.013618083               0     -0.17780018    -0.084777995               0               0               0               0       5.4402773    0.0064942235               0   1.8433183e-06    0.0030154012     0.049500096
     0.28313373     0.084283981    -0.013391496               0     -0.17758612    -0.084280229               0               0               0               0       5.4405294    0.0064539659               0   1.8408587e-06     0.002988507     0.048655921
     0.28614651     0.083787646    -0.013167159               0     -0.17737251    -0.083786132               0               0               0               0       5.4407826    0.0064139677               0   1.8383977e-06    0.0029617974     0.047824431
     0.28919071     0.083295345    -0.012945144               0     -0.17716232    -0.083295664               0               0               0               0       5.4410369    0.0063742317               0   1.8359352e-06    0.0029352723     0.047005479
     0.29226666     0.082809781     -0.01272551               0     -0.17695719    -0.082808796               0               0               0               0       5.4412924    0.0063347605               0   1.8334713e-06    0.0029089311     0.046198919
     0.29537468     0.082323796     -0.01250831               0     -0.17674996    -0.082325486               0               0               0               0        5.441549    0.0062955563               0   1.8310061e-06    0.0028827736     0.045404604
     0.29851512     0.081844267    -0.012293604               0     -0.17654606    -0.081845706               0               0               0               0       5.4418067    0.0062566215               0   1.8285396e-06    0.0028567995      0.04462239
     0.30168831     0.081370114    -0.012081443               0     -0.17634686    -0.081369412               0               0               0               0       5.4420657    0.0062179577               0   1.8260719e-06    0.0028310083     0.043852132
     0.30489459     0.080894255     -0.01187187               0     -0.17614803    -0.080896578               0               0               0               0       5.4423258    0.0061795668               0    1.823603e-06    0.0028053996     0.043093685
     0.30813432     0.080426579    -0.011664923               0     -0.17595459    -0.080427165               0               0               0               0       5.4425871    0.0061414501               0   1.8211329e-06     0.002779973     0.042346907
     0.31140782     0.079963853    -0.011460639               0     -0.17576398    -0.079961145               0               0               0               0       5.4428497    0.0061036089               0   1.8186618e-06    0.0027547282     0.041611657
     0.31471547     0.079498149     -0.01125906               0     -0.17557162    -0.079498475               0               0               0               0       5.4431134    0.0060660441               0   1.8161897e-06    0.0027296645     0.040887791
     0.31805762     0.079036092    -0.011060214               0     -0.17538265    -0.079039125               0               0               0               0       5.4433783    0.0060287567               0   1.8137165e-06    0.0027047817      0.04017517
     0.32143461     0.078580823     -0.01086412               0     -0.17520078     -0.07858306               0               0               0               0       5.4436444    0.0059917471               0   1.8112424e-06    0.0026800792     0.039473653
     0.32484683     0.078129446    -0.010670809               0     -0.17502127    -0.078130249               0               0               0               0       5.4439118    0.0059550159               0   1.8087673e-06    0.0026555565     0.038783102
     0.32829463     0.077681902    -0.010480305               0     -0.17484273    -0.077680654               0               0               0               0       5.4441804    0.0059185631               0   1.8062914e-06    0.0026312131     0.038103379
     0.33177839     0.077237087    -0.010292618               0      -0.1746672    -0.077234247               0               0               0               0       5.4444503    0.0058823888               0   1.8038147e-06    0.0026070486     0.037434346
     0.33529849     0.076794402    -0.010107762               0     -0.17449335    -0.076790991               0               0               0               0       5.4447214    0.0058464929               0   1.8013373e-06    0.0025830623     0.036775867
     0.33885529     0.076352142   -0.0099257488               0     -0.17432241    -0.076350858               0               0               0               0       5.4449937    0.0058108749               0   1.7988591e-06    0.0025592538     0.036127807
     0.34244919     0.075910778   -0.0097465877               0     -0.17415439    -0.075913812               0               0               0               0       5.4452673    0.0057755344               0   1.7963803e-06    0.0025356225     0.035490032
     0.34608056     0.075477186   -0.0095702798               0     -0.17399025    -0.075479825               0               0               0               0       5.4455422    0.0057404706               0   1.7939007e-06    0.0025121678     0.034862407
     0.34974981     0.075048447   -0.0093968294               0     -0.17382937    -0.075048862               0               0               0               0       5.4458184    0.0057056826               0   1.7914207e-06    0.0024888892     0.034244802
     0.35345733     0.074619331   -0.0092262353               0     -0.17366811    -0.074620894               0               0               0               0       5.4460958    0.0056711696               0   1.7889401e-06     0.002465786     0.033637082
     0.35720351     0.074193862   -0.0090584902               0     -0.17351101    -0.074195896               0               0               0               0       5.4463745    0.0056369302               0   1.7864589e-06    0.0024428577      0.03303912
     0.36098876     0.073773196   -0.0088935895               0     -0.17335932    -0.073773833               0               0               0               0       5.4466546    0.0056029631               0   1.7839774e-06    0.0024201036     0.032450784
     0.36481349     0.073355407   -0.0087315247               0     -0.17320853    -0.073354673               0               0               0               0       5.4469359     0.005569267               0   1.7814954e-06    0.0023975232     0.031871946
      0.3686781     0.072940959   -0.0085722825               0     -0.17306001    -0.072938393               0               0               0               0       5.4472186    0.0055358402               0    1.779013e-06    0.0023751157      0.03130248
     0.37258302     0.072526837   -0.0084158516               0     -0.17291559    -0.072524962               0               0               0               0       5.4475027     0.005502681               0   1.7765303e-06    0.0023528806     0.030742258
     0.37652866     0.072112959   -0.0082622111               0     -0.17277387    -0.072114354               0               0               0               0        5.447788    0.0054697876               0   1.7740474e-06    0.0023308172     0.030191156
     0.38051546     0.071706087   -0.0081113414               0     -0.17263508    -0.071706541               0               0               0               0       5.4480747     0.005437158               0   1.7715642e-06    0.0023089248     0.029649048
     0.38454383     0.071303566   -0.0079632293               0     -0.17249828    -0.071301491               0               0               0               0       5.4483627    0.0054047902               0   1.7690807e-06    0.0022872028     0.029115812
     0.38861421     0.070899131   -0.0078178512               0     -0.17236273    -0.070899179               0               0               0               0       5.4486521    0.0053726819               0   1.7665972e-06    0.0022656504     0.028591326
     0.39272704     0.070496449   -0.0076751782               0     -0.17223017    -0.070499582               0               0               0               0       5.4489429    0.0053408311               0   1.7641135e-06     0.002244267     0.028075468
     0.39688276     0.070101086    -0.007535184               0      -0.1721016    -0.070102668               0               0               0               0        5.449235    0.0053092352               0   1.7616297e-06    0.0022230519     0.027568118
     0.40108183     0.069709835    -0.007397844               0     -0.17197608    -0.069708416               0               0               0               0       5.4495286     0.005277892               0    1.759146e-06    0.0022020043     0.027069158
     0.40532468     0.069317167   -0.0072631303               0     -0.17185261    -0.069316798               0               0               0               0       5.4498235    0.0052467989               0   1.7566622e-06    0.0021811236      0.02657847
     0.40961179     0.068925714   -0.0071310093               0     -0.17173255    -0.068927789               0               0               0               0       5.4501198    0.0052159533               0   1.7541784e-06    0.0021604089     0.026095937
      0.4139436     0.068539238   -0.0070014515               0     -0.17161566    -0.068541362               0               0               0               0       5.4504176    0.0051853527               0   1.7516947e-06    0.0021398597     0.025621443
     0.41832059     0.068158513    -0.006874421               0     -0.17150134    -0.068157494               0               0               0               0       5.4507167    0.0051549943               0   1.7492112e-06    0.0021194751     0.025154875
     0.42274323     0.067779817   -0.0067498829               0     -0.17138747    -0.067776159               0               0               0               0       5.4510173    0.0051248755               0   1.7467278e-06    0.0020992544     0.024696118
       0.427212      0.06739986   -0.0066278063               0     -0.17127497    -0.067397333               0               0               0               0       5.4513194    0.0050949935               0   1.7442446e-06    0.0020791968      0.02424506
     0.43172736       0.0670201   -0.0065081572               0     -0.17116636    -0.067020988               0               0               0               0       5.4516229    0.0050653454               0   1.7417617e-06    0.0020593015     0.023801591
     0.43628982     0.066643682   -0.0063908916               0        -0.17106    -0.066647104               0               0               0               0       5.4519278    0.0050359284               0   1.7392791e-06    0.0020395678     0.023365599
     0.44089986      0.06627329   -0.0062759706               0     -0.17095723    -0.066275657               0               0               0               0       5.4522341    0.0050067396               0   1.7367967e-06     0.002019995     0.022936978
     0.44555798     0.065905231   -0.0061633649               0     -0.17085771    -0.065906624               0               0               0               0        5.452542    0.0049777763               0   1.7343148e-06    0.0020005821     0.022515617
     0.45026468     0.065539376   -0.0060530357               0     -0.17075958    -0.065539979               0               0               0               0       5.4528513    0.0049490353               0   1.7318332e-06    0.0019813285     0.022101412
     0.45502046     0.065177996   -0.0059449372               0      -0.1706624      -0.0651757               0               0               0               0       5.4531621    0.0049205139               0   1.7293521e-06    0.0019622334     0.021694257
     0.45982584     0.064815482   -0.0058390347               0      -0.1705666     -0.06481376               0               0               0               0       5.4534745     0.004892209               0   1.7268714e-06    0.0019432958     0.021294046
     0.46468134      0.06445266   -0.0057352875               0     -0.17047385    -0.064454139               0               0               0               0       5.4537883    0.0048641178               0   1.7243912e-06    0.0019245151     0.020900678
     0.46958747     0.064095841   -0.0056336517               0      -0.1703856    -0.064096811               0               0               0               0       5.4541036    0.0048362372               0   1.7219116e-06    0.0019058904     0.020514049
     0.47454477     0.063741974   -0.0055340885               0     -0.17029861    -0.063741757               0               0               0               0       5.4544205    0.0048085645               0   1.7194325e-06    0.0018874208     0.020134059
     0.47955377     0.063389063   -0.0054365628               0     -0.17021305    -0.063388951               0               0               0               0       5.4547389    0.0047810966               0   1.7169541e-06    0.0018691057     0.019760608
     0.48461501     0.063037513   -0.0053410331               0     -0.17012876    -0.063038375               0               0               0               0       5.4550588    0.0047538306               0   1.7144763e-06    0.0018509441     0.019393597
     0.48972903     0.062688376   -0.0052474555               0     -0.17004607        -0.06269               0               0               0               0       5.4553803    0.0047267637               0   1.7119991e-06    0.0018329352     0.019032929
     0.49489639     0.062344194   -0.0051557927               0     -0.16996623    -0.062343809               0               0               0               0       5.4557034    0.0046998929               0   1.7095228e-06    0.0018150781     0.018678507
     0.50011763     0.062001316   -0.0050660127               0     -0.16989072    -0.061999772               0               0               0               0        5.456028    0.0046732155               0   1.7070471e-06    0.0017973721     0.018330235
     0.50539333     0.061657679   -0.0049780752               0     -0.16981615    -0.061657876               0               0               0               0       5.4563542    0.0046467285               0   1.7045722e-06    0.0017798163      0.01798802
     0.51072405     0.061316358    -0.004891937               0     -0.16974109    -0.061318091               0               0               0               0       5.4566819     0.004620429               0   1.7020982e-06    0.0017624099     0.017651768
     0.51611036     0.060979336   -0.0048075587               0     -0.16966821      -0.0609804               0               0               0               0       5.4570113    0.0045943144               0    1.699625e-06    0.0017451519     0.017321388
     0.52155285      0.06064629   -0.0047249073               0     -0.16960001    -0.060644774               0               0               0               0       5.4573423    0.0045683818               0   1.6971527e-06    0.0017280415     0.016996787
     0.52705209     0.060314768   -0.0046439476               0     -0.16953271    -0.060311202               0               0               0               0       5.4576749    0.0045426284               0   1.6946814e-06     0.001711078     0.016677877
     0.53260869     0.059981306   -0.0045646411               0     -0.16946404    -0.059979652               0               0               0               0       5.4580091    0.0045170517               0   1.6922109e-06    0.0016942603     0.016364568
     0.53822324     0.059648696   -0.0044869511               0     -0.16939905    -0.059650113               0               0               0               0       5.4583449    0.0044916487               0   1.6897415e-06    0.0016775877     0.016056773
     0.54389634     0.059320286   -0.0044108403               0     -0.16933655     -0.05932255               0               0               0               0       5.4586824     0.004466417               0   1.6872731e-06    0.0016610593     0.015754405
     0.54962861      0.05899437   -0.0043362759               0     -0.16927548    -0.058996954               0               0               0               0       5.4590215    0.0044413538               0   1.6848057e-06    0.0016446742     0.015457379
     0.55542065     0.058673125   -0.0042632269               0     -0.16921651    -0.058673292               0               0               0               0       5.4593622    0.0044164566               0   1.6823394e-06    0.0016284316      0.01516561
      0.5612731      0.05835306    -0.004191664               0     -0.16915807     -0.05835155               0               0               0               0       5.4597047    0.0043917228               0   1.6798742e-06    0.0016123305     0.014879015
     0.56718659     0.058031201   -0.0041215553               0      -0.1691007    -0.058031697               0               0               0               0       5.4600488    0.0043671498               0   1.6774102e-06    0.0015963702     0.014597511
     0.57316175     0.057712857   -0.0040528681               0     -0.16904614    -0.057713719               0               0               0               0       5.4603946     0.004342735               0   1.6749474e-06    0.0015805498     0.014321017
     0.57919923     0.057397313   -0.0039855692               0     -0.16899283    -0.057397589               0               0               0               0       5.4607421     0.004318476               0   1.6724857e-06    0.0015648682     0.014049453
     0.58529966     0.057083843   -0.0039196312               0      -0.1689409    -0.057083295               0               0               0               0       5.4610913    0.0042943703               0   1.6700253e-06    0.0015493248     0.013782739
     0.59146372     0.056770776   -0.0038550275               0      -0.1688908    -0.056770803               0               0               0               0       5.4614422    0.0042704154               0   1.6675661e-06    0.0015339185     0.013520798
     0.59769207     0.056457353   -0.0037917311               0     -0.16883975    -0.056460101               0               0               0               0       5.4617948    0.0042466088               0   1.6651083e-06    0.0015186486     0.013263552
     0.60398537      0.05614993   -0.0037297158               0     -0.16879124    -0.056151157               0               0               0               0       5.4621491    0.0042229482               0   1.6626517e-06    0.0015035142     0.013010925
      0.6103443     0.055846825    -0.003668955               0     -0.16874503    -0.055843956               0               0               0               0       5.4625052     0.004199431               0   1.6601966e-06    0.0014885142     0.012762843
     0.61676955     0.055540454   -0.0036094198               0     -0.16870007    -0.055538471               0               0               0               0        5.462863    0.0041760549               0   1.6577428e-06     0.001473648     0.012519229
     0.62326181     0.055233146   -0.0035510924               0     -0.16865552    -0.055234685               0               0               0               0       5.4632226    0.0041528175               0   1.6552904e-06    0.0014589146     0.012280013
     0.62982178     0.054930973   -0.0034939536               0     -0.16861252     -0.05493257               0               0               0               0       5.4635839    0.0041297163               0   1.6528394e-06    0.0014443131     0.012045121
     0.63645016     0.054631378   -0.0034379815               0     -0.16857128    -0.054632106               0               0               0               0       5.4639471     0.004106749               0   1.6503899e-06    0.0014298427     0.011814483
     0.64314767     0.054331816   -0.0033831563               0     -0.16853062    -0.054333265               0               0               0               0       5.4643119    0.0040839131               0   1.6479419e-06    0.0014155024     0.011588028
     0.64991502     0.054034439   -0.0033294612               0     -0.16849276    -0.054036026               0               0               0               0       5.4646786    0.0040612061               0   1.6454955e-06    0.0014012913     0.011365687
     0.65675295     0.053740143   -0.0032768797               0     -0.16845627    -0.053740367               0               0               0               0       5.4650471    0.0040386256               0   1.6430505e-06    0.0013872087     0.011147391
      0.6636622     0.053447354   -0.0032253965               0     -0.16841877    -0.053446262               0               0               0               0       5.4654174     0.004016169               0   1.6406072e-06    0.0013732536     0.010933074
      0.6706435     0.053154271   -0.0031750002               0     -0.16838171     -0.05315368               0               0               0               0       5.4657895    0.0039938337               0   1.6381654e-06    0.0013594251     0.010722669
     0.67769761     0.052862492   -0.0031256801               0     -0.16834902     -0.05286259               0               0               0               0       5.4661634    0.0039716171               0   1.6357252e-06    0.0013457224     0.010516111
     0.68482528     0.052572817   -0.0030774201               0     -0.16831804     -0.05257297               0               0               0               0       5.4665392    0.0039495164               0   1.6332868e-06    0.0013321446     0.010313336
      0.6920273     0.052284872   -0.0030302119               0     -0.16828676    -0.052284791               0               0               0               0       5.4669167     0.003927529               0   1.6308499e-06    0.0013186907     0.010114278
     0.69930442     0.051998139   -0.0029840519               0     -0.16825724    -0.051998022               0               0               0               0       5.4672962    0.0039056518               0   1.6284148e-06      0.00130536    0.0099188765
     0.70665743     0.051712587   -0.0029389358               0     -0.16822706    -0.051712632               0               0               0               0       5.4676775     0.003883882               0   1.6259814e-06    0.0012921515     0.009727069
     0.71408713     0.051428241   -0.0028948624               0     -0.16819754    -0.051428587               0               0               0               0       5.4680606    0.0038622165               0   1.6235498e-06    0.0012790644    0.0095387948
     0.72159431     0.051144013   -0.0028518329               0     -0.16817116    -0.051145856               0               0               0               0       5.4684456    0.0038406518               0     1.62112e-06    0.0012660978    0.0093539937
     0.72917978     0.050862342   -0.0028098503               0     -0.16814623    -0.050864402               0               0               0               0       5.4688325    0.0038191847               0   1.6186919e-06    0.0012532508    0.0091726068
     0.73684436     0.050583982   -0.0027689219               0     -0.16812097    -0.050584179               0               0               0               0       5.4692213    0.0037978113               0   1.6162657e-06    0.0012405225    0.0089945757
     0.74458888     0.050305977   -0.0027290572               0     -0.16809847     -0.05030515               0               0               0               0        5.469612    0.0037765278               0   1.6138413e-06    0.0012279122     0.008819843
     0.75241416     0.050027281   -0.0026902689               0     -0.16807584    -0.050027266               0               0               0               0       5.4700045      0.00375533               0   1.6114188e-06    0.0012154189    0.0086483522
     0.76032106     0.049749197    -0.002652574               0     -0.16805371    -0.049750485               0               0               0               0        5.470399    0.0037342135               0   1.6089982e-06    0.0012030417    0.0084800475
     0.76831041     0.049474159   -0.0026159951               0     -0.16803647    -0.049474751               0               0               0               0       5.4707953    0.0037131734               0   1.6065795e-06    0.0011907799     0.008314874
     0.77638309     0.049200527    -0.002580557               0     -0.16801904    -0.049200012               0               0               0               0       5.4711936    0.0036922046               0   1.6041627e-06    0.0011786324    0.0081527778
     0.78453995      0.04892568   -0.0025462921               0     -0.16800001    -0.048926208               0               0               0               0       5.4715938    0.0036713014               0   1.6017479e-06    0.0011665986    0.0079937056
