# y+ ()         
# Time          	patch           	min             	max             	average         
222             	lowerWall	1.60650839e-01	1.36149987e+00	2.22401853e-01
223             	lowerWall	1.60272723e-01	1.36143275e+00	2.22166881e-01
224             	lowerWall	1.59896699e-01	1.36136583e+00	2.21933705e-01
225             	lowerWall	1.59522746e-01	1.36129903e+00	2.21702371e-01
226             	lowerWall	1.59150847e-01	1.36123228e+00	2.21472796e-01
227             	lowerWall	1.58780983e-01	1.36116562e+00	2.21244967e-01
228             	lowerWall	1.58413136e-01	1.36109900e+00	2.21018867e-01
229             	lowerWall	1.58047287e-01	1.36103246e+00	2.20794489e-01
230             	lowerWall	1.57683418e-01	1.36096593e+00	2.20571803e-01
231             	lowerWall	1.57321513e-01	1.36089951e+00	2.20350821e-01
232             	lowerWall	1.56961553e-01	1.36083307e+00	2.20131511e-01
233             	lowerWall	1.56603523e-01	1.36076660e+00	2.19913805e-01
234             	lowerWall	1.56247404e-01	1.36070001e+00	2.19697659e-01
235             	lowerWall	1.55893180e-01	1.36063347e+00	2.19483115e-01
236             	lowerWall	1.55540835e-01	1.36056691e+00	2.19270192e-01
237             	lowerWall	1.55190353e-01	1.36050036e+00	2.19058868e-01
238             	lowerWall	1.54841717e-01	1.36043375e+00	2.18849113e-01
239             	lowerWall	1.54494913e-01	1.36036717e+00	2.18640932e-01
240             	lowerWall	1.54149925e-01	1.36030047e+00	2.18434291e-01
241             	lowerWall	1.53806736e-01	1.36023377e+00	2.18229177e-01
242             	lowerWall	1.53465333e-01	1.36016687e+00	2.18025549e-01
243             	lowerWall	1.53125701e-01	1.36009984e+00	2.17823361e-01
244             	lowerWall	1.52787824e-01	1.36003265e+00	2.17622623e-01
245             	lowerWall	1.52451688e-01	1.35996542e+00	2.17423376e-01
246             	lowerWall	1.52117280e-01	1.35989796e+00	2.17225572e-01
247             	lowerWall	1.51784584e-01	1.35983044e+00	2.17029216e-01
248             	lowerWall	1.51453588e-01	1.35976271e+00	2.16834298e-01
249             	lowerWall	1.51124277e-01	1.35969480e+00	2.16640775e-01
250             	lowerWall	1.50796638e-01	1.35962669e+00	2.16448658e-01
251             	lowerWall	1.50470658e-01	1.35955837e+00	2.16257935e-01
252             	lowerWall	1.50146323e-01	1.35948999e+00	2.16068583e-01
253             	lowerWall	1.49823620e-01	1.35942191e+00	2.15880582e-01
254             	lowerWall	1.49502537e-01	1.35935428e+00	2.15693935e-01
255             	lowerWall	1.49183062e-01	1.35928687e+00	2.15508624e-01
256             	lowerWall	1.48865181e-01	1.35921941e+00	2.15324595e-01
257             	lowerWall	1.48548882e-01	1.35915193e+00	2.15141911e-01
258             	lowerWall	1.48234154e-01	1.35908408e+00	2.14960536e-01
259             	lowerWall	1.47920984e-01	1.35901576e+00	2.14780375e-01
260             	lowerWall	1.47609361e-01	1.35894707e+00	2.14601478e-01
261             	lowerWall	1.47299273e-01	1.35887802e+00	2.14423902e-01
262             	lowerWall	1.46990708e-01	1.35880840e+00	2.14247557e-01
263             	lowerWall	1.46683656e-01	1.35873833e+00	2.14072429e-01
264             	lowerWall	1.46378104e-01	1.35866786e+00	2.13898598e-01
265             	lowerWall	1.46074043e-01	1.35859673e+00	2.13725967e-01
266             	lowerWall	1.45771462e-01	1.35852500e+00	2.13554486e-01
267             	lowerWall	1.45470348e-01	1.35845261e+00	2.13384179e-01
268             	lowerWall	1.45170694e-01	1.35837961e+00	2.13215076e-01
269             	lowerWall	1.44872487e-01	1.35830590e+00	2.13047175e-01
270             	lowerWall	1.44575717e-01	1.35823141e+00	2.12880429e-01
271             	lowerWall	1.44280375e-01	1.35815619e+00	2.12714875e-01
272             	lowerWall	1.43986451e-01	1.35808008e+00	2.12550498e-01
273             	lowerWall	1.43693934e-01	1.35800299e+00	2.12387236e-01
274             	lowerWall	1.43402816e-01	1.35792479e+00	2.12225060e-01
275             	lowerWall	1.43113087e-01	1.35784551e+00	2.12063993e-01
276             	lowerWall	1.42824736e-01	1.35776507e+00	2.11904062e-01
277             	lowerWall	1.42537757e-01	1.35768335e+00	2.11745241e-01
278             	lowerWall	1.42252138e-01	1.35760019e+00	2.11587482e-01
279             	lowerWall	1.41967871e-01	1.35751549e+00	2.11430780e-01
280             	lowerWall	1.41684949e-01	1.35742914e+00	2.11275153e-01
281             	lowerWall	1.41403361e-01	1.35734106e+00	2.11120638e-01
282             	lowerWall	1.41123100e-01	1.35725095e+00	2.10967195e-01
283             	lowerWall	1.40844156e-01	1.35715861e+00	2.10814760e-01
284             	lowerWall	1.40566524e-01	1.35706387e+00	2.10663340e-01
285             	lowerWall	1.40290193e-01	1.35696651e+00	2.10512948e-01
286             	lowerWall	1.40015156e-01	1.35686628e+00	2.10363576e-01
287             	lowerWall	1.39741406e-01	1.35676292e+00	2.10215214e-01
288             	lowerWall	1.39468935e-01	1.35665617e+00	2.10067846e-01
289             	lowerWall	1.39197736e-01	1.35654590e+00	2.09921501e-01
290             	lowerWall	1.38927801e-01	1.35643191e+00	2.09776162e-01
291             	lowerWall	1.38659124e-01	1.35631409e+00	2.09631794e-01
292             	lowerWall	1.38391698e-01	1.35619244e+00	2.09488395e-01
293             	lowerWall	1.38125515e-01	1.35606705e+00	2.09345972e-01
294             	lowerWall	1.37860570e-01	1.35593816e+00	2.09204523e-01
295             	lowerWall	1.37596856e-01	1.35580617e+00	2.09064009e-01
296             	lowerWall	1.37334367e-01	1.35567184e+00	2.08924435e-01
297             	lowerWall	1.37073098e-01	1.35553612e+00	2.08785830e-01
298             	lowerWall	1.36813041e-01	1.35540013e+00	2.08648183e-01
299             	lowerWall	1.36554192e-01	1.35526540e+00	2.08511538e-01
300             	lowerWall	1.36296546e-01	1.35513319e+00	2.08375905e-01
301             	lowerWall	1.36040098e-01	1.35500486e+00	2.08241224e-01
302             	lowerWall	1.35784842e-01	1.35488138e+00	2.08107513e-01
303             	lowerWall	1.35530773e-01	1.35476418e+00	2.07974770e-01
304             	lowerWall	1.35277889e-01	1.35465689e+00	2.07843051e-01
305             	lowerWall	1.35026184e-01	1.35456037e+00	2.07712338e-01
306             	lowerWall	1.34775654e-01	1.35447443e+00	2.07582613e-01
307             	lowerWall	1.34526297e-01	1.35439795e+00	2.07453832e-01
308             	lowerWall	1.34278109e-01	1.35433010e+00	2.07326055e-01
309             	lowerWall	1.34031086e-01	1.35426949e+00	2.07199270e-01
310             	lowerWall	1.33785227e-01	1.35421509e+00	2.07073407e-01
311             	lowerWall	1.33540529e-01	1.35416603e+00	2.06948517e-01
312             	lowerWall	1.33296990e-01	1.35412140e+00	2.06824589e-01
313             	lowerWall	1.33054608e-01	1.35408047e+00	2.06701617e-01
314             	lowerWall	1.32813382e-01	1.35404264e+00	2.06579620e-01
315             	lowerWall	1.32573312e-01	1.35400742e+00	2.06458597e-01
316             	lowerWall	1.32334396e-01	1.35397433e+00	2.06338513e-01
317             	lowerWall	1.32096636e-01	1.35394309e+00	2.06219362e-01
318             	lowerWall	1.31860031e-01	1.35391332e+00	2.06101108e-01
319             	lowerWall	1.31624582e-01	1.35388497e+00	2.05983797e-01
320             	lowerWall	1.31390290e-01	1.35385781e+00	2.05867451e-01
321             	lowerWall	1.31157158e-01	1.35383161e+00	2.05752001e-01
322             	lowerWall	1.30925187e-01	1.35380628e+00	2.05637427e-01
323             	lowerWall	1.30694380e-01	1.35378169e+00	2.05523719e-01
324             	lowerWall	1.30464741e-01	1.35375789e+00	2.05410911e-01
325             	lowerWall	1.30236273e-01	1.35373489e+00	2.05299056e-01
326             	lowerWall	1.30008981e-01	1.35371260e+00	2.05188137e-01
327             	lowerWall	1.29782869e-01	1.35369099e+00	2.05078127e-01
328             	lowerWall	1.29557942e-01	1.35367005e+00	2.04969032e-01
329             	lowerWall	1.29334208e-01	1.35364952e+00	2.04860762e-01
330             	lowerWall	1.29111672e-01	1.35362961e+00	2.04753338e-01
331             	lowerWall	1.28890340e-01	1.35361025e+00	2.04646817e-01
332             	lowerWall	1.28670222e-01	1.35359142e+00	2.04541168e-01
333             	lowerWall	1.28451324e-01	1.35357315e+00	2.04436405e-01
334             	lowerWall	1.28233657e-01	1.35355539e+00	2.04332522e-01
335             	lowerWall	1.28017228e-01	1.35353820e+00	2.04229537e-01
336             	lowerWall	1.27802047e-01	1.35352147e+00	2.04127428e-01
337             	lowerWall	1.27588126e-01	1.35350523e+00	2.04026179e-01
338             	lowerWall	1.27375474e-01	1.35348943e+00	2.03925797e-01
339             	lowerWall	1.27164104e-01	1.35347411e+00	2.03826288e-01
340             	lowerWall	1.26954026e-01	1.35345927e+00	2.03727675e-01
341             	lowerWall	1.26745254e-01	1.35344487e+00	2.03629946e-01
342             	lowerWall	1.26537801e-01	1.35343095e+00	2.03533111e-01
343             	lowerWall	1.26331679e-01	1.35341728e+00	2.03437097e-01
344             	lowerWall	1.26126902e-01	1.35340391e+00	2.03341869e-01
345             	lowerWall	1.25923485e-01	1.35339095e+00	2.03247512e-01
346             	lowerWall	1.25721441e-01	1.35337846e+00	2.03154075e-01
347             	lowerWall	1.25520787e-01	1.35336623e+00	2.03061489e-01
348             	lowerWall	1.25321537e-01	1.35335430e+00	2.02969716e-01
349             	lowerWall	1.25123707e-01	1.35334277e+00	2.02878823e-01
350             	lowerWall	1.24927313e-01	1.35333159e+00	2.02788822e-01
351             	lowerWall	1.24732373e-01	1.35332050e+00	2.02699590e-01
352             	lowerWall	1.24538909e-01	1.35330974e+00	2.02611166e-01
353             	lowerWall	1.24346911e-01	1.35329930e+00	2.02523618e-01
354             	lowerWall	1.24156418e-01	1.35328914e+00	2.02436928e-01
355             	lowerWall	1.23967445e-01	1.35327918e+00	2.02351052e-01
356             	lowerWall	1.23780007e-01	1.35326952e+00	2.02266018e-01
357             	lowerWall	1.23594122e-01	1.35326018e+00	2.02181866e-01
358             	lowerWall	1.23409806e-01	1.35325101e+00	2.02098531e-01
359             	lowerWall	1.23227077e-01	1.35324211e+00	2.02016021e-01
360             	lowerWall	1.23045952e-01	1.35323343e+00	2.01934352e-01
361             	lowerWall	1.22866448e-01	1.35322492e+00	2.01853489e-01
362             	lowerWall	1.22688582e-01	1.35321661e+00	2.01773434e-01
363             	lowerWall	1.22512370e-01	1.35320848e+00	2.01694189e-01
364             	lowerWall	1.22337830e-01	1.35320054e+00	2.01615755e-01
365             	lowerWall	1.22164977e-01	1.35319281e+00	2.01538145e-01
366             	lowerWall	1.21993829e-01	1.35318536e+00	2.01461394e-01
367             	lowerWall	1.21824402e-01	1.35317796e+00	2.01385423e-01
368             	lowerWall	1.21656711e-01	1.35317085e+00	2.01310268e-01
369             	lowerWall	1.21490772e-01	1.35316387e+00	2.01235941e-01
370             	lowerWall	1.21326600e-01	1.35315707e+00	2.01162404e-01
371             	lowerWall	1.21164211e-01	1.35315040e+00	2.01089667e-01
372             	lowerWall	1.21003618e-01	1.35314388e+00	2.01017714e-01
373             	lowerWall	1.20844837e-01	1.35313747e+00	2.00946536e-01
374             	lowerWall	1.20687880e-01	1.35313126e+00	2.00876168e-01
375             	lowerWall	1.20532762e-01	1.35312527e+00	2.00806635e-01
376             	lowerWall	1.20379495e-01	1.35311932e+00	2.00737865e-01
377             	lowerWall	1.20228092e-01	1.35311353e+00	2.00669856e-01
378             	lowerWall	1.20078565e-01	1.35310791e+00	2.00602654e-01
379             	lowerWall	1.19930926e-01	1.35310242e+00	2.00536241e-01
380             	lowerWall	1.19785185e-01	1.35309704e+00	2.00470595e-01
381             	lowerWall	1.19641353e-01	1.35309179e+00	2.00405717e-01
382             	lowerWall	1.19499440e-01	1.35308661e+00	2.00341594e-01
383             	lowerWall	1.19359456e-01	1.35308157e+00	2.00278232e-01
384             	lowerWall	1.19221409e-01	1.35307669e+00	2.00215658e-01
