# y+ ()         
# Time          	patch           	min             	max             	average         
140             	bottom	1.86422486e+00	1.00972558e+02	6.93139970e+01
141             	bottom	1.85999962e+00	1.00972522e+02	6.93134561e+01
142             	bottom	1.85578398e+00	1.00972486e+02	6.93129165e+01
143             	bottom	1.85157837e+00	1.00972450e+02	6.93123782e+01
144             	bottom	1.84738230e+00	1.00972414e+02	6.93118413e+01
145             	bottom	1.84319620e+00	1.00972378e+02	6.93113057e+01
146             	bottom	1.83901960e+00	1.00972343e+02	6.93107714e+01
147             	bottom	1.83485292e+00	1.00972307e+02	6.93102384e+01
148             	bottom	1.83069567e+00	1.00972272e+02	6.93097067e+01
149             	bottom	1.82654829e+00	1.00972237e+02	6.93091763e+01
150             	bottom	1.82241030e+00	1.00972202e+02	6.93086471e+01
151             	bottom	1.81828213e+00	1.00972167e+02	6.93081193e+01
152             	bottom	1.81416330e+00	1.00972132e+02	6.93075927e+01
153             	bottom	1.81005424e+00	1.00972098e+02	6.93070674e+01
154             	bottom	1.80595446e+00	1.00972063e+02	6.93065433e+01
155             	bottom	1.80186441e+00	1.00972029e+02	6.93060206e+01
156             	bottom	1.79778359e+00	1.00971995e+02	6.93054990e+01
157             	bottom	1.79371245e+00	1.00971961e+02	6.93049788e+01
158             	bottom	1.78965049e+00	1.00971927e+02	6.93044597e+01
159             	bottom	1.78559816e+00	1.00971893e+02	6.93039421e+01
160             	bottom	1.78155498e+00	1.00971859e+02	6.93034255e+01
161             	bottom	1.77752137e+00	1.00971826e+02	6.93029103e+01
162             	bottom	1.77349686e+00	1.00971793e+02	6.93023963e+01
163             	bottom	1.76948188e+00	1.00971760e+02	6.93018836e+01
164             	bottom	1.76547595e+00	1.00971727e+02	6.93013720e+01
165             	bottom	1.76147950e+00	1.00971694e+02	6.93008617e+01
166             	bottom	1.75749206e+00	1.00971661e+02	6.93003526e+01
167             	bottom	1.75351405e+00	1.00971629e+02	6.92998448e+01
168             	bottom	1.74954501e+00	1.00971596e+02	6.92993381e+01
169             	bottom	1.74558536e+00	1.00971564e+02	6.92988326e+01
170             	bottom	1.74163462e+00	1.00971532e+02	6.92983283e+01
171             	bottom	1.73769323e+00	1.00971500e+02	6.92978253e+01
172             	bottom	1.73376071e+00	1.00971468e+02	6.92973234e+01
173             	bottom	1.72983749e+00	1.00971436e+02	6.92968228e+01
174             	bottom	1.72592310e+00	1.00971405e+02	6.92963233e+01
175             	bottom	1.72201796e+00	1.00971374e+02	6.92958251e+01
176             	bottom	1.71812161e+00	1.00971342e+02	6.92953281e+01
177             	bottom	1.71423447e+00	1.00971311e+02	6.92948322e+01
178             	bottom	1.71035608e+00	1.00971280e+02	6.92943375e+01
179             	bottom	1.70648684e+00	1.00971249e+02	6.92938441e+01
180             	bottom	1.70262631e+00	1.00971219e+02	6.92933517e+01
181             	bottom	1.69877490e+00	1.00971188e+02	6.92928606e+01
182             	bottom	1.69493215e+00	1.00971158e+02	6.92923706e+01
183             	bottom	1.69109847e+00	1.00971127e+02	6.92918819e+01
184             	bottom	1.68727342e+00	1.00971097e+02	6.92913942e+01
185             	bottom	1.68345739e+00	1.00971067e+02	6.92909078e+01
186             	bottom	1.67964995e+00	1.00971037e+02	6.92904225e+01
187             	bottom	1.67585148e+00	1.00971008e+02	6.92899384e+01
