#      distance             U_x             U_y             U_z               p             nut         nuTilda
    0.086186186      0.99749803   3.4450418e-21               0    0.0063880623   1.4588919e-06   1.9894191e-06
    0.088288288      0.99733491   6.4109383e-21               0    0.0065263041   1.4586543e-06    1.989239e-06
     0.09039039      0.99708334   6.4109383e-21               0    0.0068189999    1.456262e-06   1.9874277e-06
    0.092492492      0.99683176   6.4109383e-21               0    0.0071116957   1.4538696e-06   1.9856163e-06
    0.094594595      0.99658018   6.4109383e-21               0    0.0074043915   1.4514773e-06   1.9838049e-06
    0.096696697      0.83450322   6.5375482e-20               0    0.0077740262   1.4039181e-06   1.6601404e-06
    0.098798799      0.62042557   6.5375482e-20               0    0.0081683844   1.3418451e-06   1.2330522e-06
      0.1009009      0.35485015   5.9157308e-20   1.1485648e-32    0.0084020605   1.2651665e-06   7.0457863e-07
       0.103003      0.02061103   5.9157308e-20   1.1485648e-32    0.0084214938   1.1690137e-06   4.0924573e-08
     0.10510511    1.082829e-16   1.3945652e-19               0    0.0079043889   1.1555476e-06   1.5935622e-22
     0.10720721   1.0686631e-16   1.9245914e-19               0    0.0073561812   1.1473145e-06   1.4496049e-22
     0.10930931   1.0686631e-16   1.9245914e-19               0    0.0068141498   1.1387827e-06   1.4496049e-22
     0.11141141    1.053411e-16   2.2288492e-19               0    0.0064882142    1.129997e-06   1.4157504e-22
     0.11351351   1.0373309e-16   2.4252776e-19               0    0.0062317482   1.1211259e-06   1.4404035e-22
     0.11561562   1.0373309e-16   2.4252776e-19               0    0.0060696651   1.1121281e-06   1.4404035e-22
     0.11771772   1.0206488e-16   2.5684963e-19               0    0.0059157546   1.1031001e-06   1.5097799e-22
     0.11981982   1.0206488e-16   2.5684963e-19               0    0.0057698463   1.0940426e-06   1.5097799e-22
     0.12192192   1.0034504e-16   2.6823165e-19               0    0.0056255386   1.0849681e-06   1.6271662e-22
     0.12402402   1.0034504e-16   2.6823165e-19               0    0.0054817047   1.0758887e-06   1.6271662e-22
     0.12612613   9.8576385e-17   2.7895543e-19               0    0.0053475392   1.0668126e-06   1.8025321e-22
     0.12822823   9.6763693e-17   2.9065927e-19               0    0.0052146841   1.0577442e-06   2.0537279e-22
     0.13033033   9.6763693e-17   2.9065927e-19               0    0.0050887886   1.0487226e-06   2.0537279e-22
     0.13243243   9.4920984e-17   3.0417948e-19               0    0.0049636385   1.0397357e-06   2.4083336e-22
     0.13453453   9.4920984e-17   3.0417948e-19               0    0.0048407922   1.0308561e-06   2.4083336e-22
     0.13663664   9.3069751e-17   3.1956274e-19               0    0.0047182287   1.0220523e-06   2.9026583e-22
     0.13873874   9.3069751e-17   3.1956274e-19               0    0.0045963654    1.013436e-06   2.9026583e-22
     0.14084084   9.1241139e-17   3.3610762e-19               0     0.004475437   1.0049343e-06   3.5771096e-22
     0.14294294   9.1241139e-17   3.3610762e-19               0    0.0043570252   9.9674117e-07   3.5771096e-22
     0.14504505   8.9477525e-17    3.511014e-19               0    0.0042406363   9.8866612e-07    4.455455e-22
     0.14714715   8.9477525e-17    3.511014e-19               0    0.0041327557   9.8108789e-07    4.455455e-22
     0.14924925   8.7829906e-17   3.5905486e-19               0    0.0040258536   9.7354935e-07   5.4977625e-22
     0.15135135   8.7829906e-17   3.5905486e-19               0    0.0039377767   9.6677439e-07   5.4977625e-22
     0.15345345   8.7829906e-17   3.5905486e-19               0    0.0038496999   9.5999943e-07   5.4977625e-22
     0.15555556   8.6345999e-17   3.5149255e-19               0    0.0037838321   9.5400437e-07   6.5650446e-22
     0.15765766   8.6345999e-17   3.5149255e-19               0    0.0037221662   9.4815686e-07   6.5650446e-22
     0.15975976   8.5053784e-17    3.177645e-19               0    0.0036754391   9.4284321e-07   7.4744861e-22
     0.16186186   8.5053784e-17    3.177645e-19               0    0.0036402344   9.3794134e-07   7.4744861e-22
     0.16396396   8.3954932e-17   2.4621413e-19               0    0.0036086377   9.3322713e-07   8.1088297e-22
     0.16606607   8.3954932e-17   2.4621413e-19               0    0.0035899637    9.291851e-07   8.1088297e-22
     0.16816817   8.3954932e-17   2.4621413e-19               0    0.0035712897   9.2514306e-07   8.1088297e-22
     0.17027027   8.3026696e-17    3.175364e-19               0     0.003558524   9.2168287e-07   8.4600149e-22
     0.17237237   8.3026696e-17    3.175364e-19               0    0.0035472365   9.1836823e-07   8.4600149e-22
     0.17447447   8.2245616e-17   2.0796732e-19  -5.7585664e-33    0.0035372646   9.1523226e-07   8.6104517e-22
     0.17657658   8.2245616e-17   2.0796732e-19  -5.7585664e-33    0.0035302593   9.1249917e-07   8.6104517e-22
     0.17867868   8.2245616e-17   2.0796732e-19  -5.7585664e-33     0.003523254   9.0976608e-07   8.6104517e-22
     0.18078078    8.157728e-17    1.182797e-19   7.8636739e-34    0.0035176512   9.0736045e-07   8.5749713e-22
     0.18288288    8.157728e-17    1.182797e-19   7.8636739e-34    0.0035125464   9.0507107e-07   8.5749713e-22
     0.18498498   8.0995997e-17   1.6086819e-19  -1.2761452e-32    0.0035075634    9.028118e-07   8.4747777e-22
     0.18708709   8.0995997e-17   1.6086819e-19  -1.2761452e-32    0.0035038153   9.0085759e-07   8.4747777e-22
     0.18918919   8.0995997e-17   1.6086819e-19  -1.2761452e-32    0.0035000671   8.9890338e-07   8.4747777e-22
     0.19129129   8.0479423e-17   8.5731181e-20               0    0.0034963518   8.9703707e-07   8.3346953e-22
     0.19339339   8.0479423e-17   8.5731181e-20               0    0.0034926947   8.9532686e-07   8.3346953e-22
      0.1954955   8.0479423e-17   8.5731181e-20               0    0.0034890376   8.9361665e-07   8.3346953e-22
      0.1975976   8.0007134e-17   3.1720176e-20               0    0.0034837728   8.9199722e-07   8.1730086e-22
      0.1996997   8.0007134e-17   3.1720176e-20               0    0.0034771759   8.9045302e-07   8.1730086e-22
      0.2018018   8.0007134e-17   3.1720176e-20               0    0.0034705789   8.8890882e-07   8.1730086e-22
      0.2039039   7.9560154e-17   1.1978741e-20               0    0.0034611958   8.8743744e-07   8.0166953e-22
     0.20600601   7.9560154e-17   1.1978741e-20               0    0.0034502927    8.860058e-07   8.0166953e-22
     0.20810811   7.9560154e-17   1.1978741e-20               0    0.0034393895   8.8457416e-07   8.0166953e-22
     0.21021021   7.9129668e-17  -1.4353483e-21               0    0.0034269352   8.8320049e-07   7.8983547e-22
     0.21231231   7.9129668e-17  -1.4353483e-21               0     0.003413675   8.8185694e-07   7.8983547e-22
     0.21441441   7.9129668e-17  -1.4353483e-21               0    0.0034004148   8.8051339e-07   7.8983547e-22
     0.21651652   7.8712323e-17  -6.1655702e-21               0    0.0033870197   8.7921361e-07   7.8237491e-22
     0.21861862   7.8712323e-17  -6.1655702e-21               0     0.003373526   8.7794588e-07   7.8237491e-22
     0.22072072   7.8712323e-17  -6.1655702e-21               0    0.0033600323   8.7667815e-07   7.8237491e-22
     0.22282282   7.8306001e-17   -4.554862e-21               0    0.0033468612    8.754382e-07   7.7838845e-22
     0.22492492   7.8306001e-17   -4.554862e-21               0    0.0033341701   8.7423959e-07   7.7838845e-22
     0.22702703   7.8306001e-17   -4.554862e-21               0    0.0033214791   8.7304098e-07   7.7838845e-22
     0.22912913   7.7910488e-17  -9.7330476e-22               0    0.0033088825   8.7185096e-07   7.7667748e-22
     0.23123123   7.7910488e-17  -9.7330476e-22               0    0.0032969246   8.7071905e-07   7.7667748e-22
     0.23333333   7.7910488e-17  -9.7330476e-22               0    0.0032849666   8.6958713e-07   7.7667748e-22
     0.23543544   7.7910488e-17  -9.7330476e-22               0    0.0032730087   8.6845521e-07   7.7667748e-22
     0.23753754   7.7526329e-17   3.0585935e-21               0    0.0032613637   8.6737323e-07    7.763966e-22
     0.23963964   7.7526329e-17   3.0585935e-21               0    0.0032498199   8.6630742e-07    7.763966e-22
     0.24174174   7.7526329e-17   3.0585935e-21               0    0.0032382762    8.652416e-07    7.763966e-22
     0.24384384   7.7154555e-17   6.6413959e-21               0     0.003226905   8.6419395e-07   7.7707547e-22
     0.24594595   7.7154555e-17   6.6413959e-21               0    0.0032159814    8.631934e-07   7.7707547e-22
     0.24804805   7.7154555e-17   6.6413959e-21               0    0.0032050577   8.6219284e-07   7.7707547e-22
     0.25015015   7.7154555e-17   6.6413959e-21               0    0.0031941341   8.6119229e-07   7.7707547e-22
     0.25225225   7.6795601e-17    9.395739e-21               0    0.0031837084   8.6023457e-07   7.7830001e-22
     0.25435435   7.6795601e-17    9.395739e-21               0    0.0031735019   8.5929571e-07   7.7830001e-22
     0.25645646   7.6795601e-17    9.395739e-21               0    0.0031632954   8.5835685e-07   7.7830001e-22
     0.25855856   7.6448494e-17   1.1353564e-20               0    0.0031530891     8.57418e-07   7.7967665e-22
     0.26066066   7.6448494e-17   1.1353564e-20               0    0.0031436397   8.5653436e-07   7.7967665e-22
     0.26276276   7.6448494e-17   1.1353564e-20               0    0.0031341903   8.5565071e-07   7.7967665e-22
     0.26486486   7.6448494e-17   1.1353564e-20               0    0.0031247409   8.5476707e-07   7.7967665e-22
     0.26696697   7.6111287e-17   1.2351727e-20               0    0.0031153957   8.5389144e-07   7.8099495e-22
     0.26906907   7.6111287e-17   1.2351727e-20               0    0.0031064871    8.530494e-07   7.8099495e-22
     0.27117117   7.6111287e-17   1.2351727e-20               0    0.0030975785   8.5220736e-07   7.8099495e-22
     0.27327327   7.6111287e-17   1.2351727e-20               0    0.0030886699   8.5136531e-07   7.8099495e-22
     0.27537538   7.5776977e-17   1.2568704e-20               0    0.0030797229   8.5053016e-07     7.78641e-22
     0.27747748   7.5776977e-17   1.2568704e-20               0    0.0030706709   8.4971382e-07     7.78641e-22
     0.27957958   7.5776977e-17   1.2568704e-20               0     0.003061619   8.4889747e-07     7.78641e-22
     0.28168168   7.5776977e-17   1.2568704e-20               0    0.0030525671   8.4808113e-07     7.78641e-22
     0.28378378   7.5440877e-17   1.2800664e-20               0    0.0030434106   8.4726896e-07   7.7463298e-22
     0.28588589   7.5440877e-17   1.2800664e-20               0      0.00303389   8.4647133e-07   7.7463298e-22
     0.28798799   7.5440877e-17   1.2800664e-20               0    0.0030243694   8.4567369e-07   7.7463298e-22
     0.29009009   7.5440877e-17   1.2800664e-20               0    0.0030148487   8.4487606e-07   7.7463298e-22
     0.29219219   7.5102421e-17   1.3296657e-20               0    0.0030053191   8.4407949e-07   7.7065505e-22
     0.29429429   7.5102421e-17   1.3296657e-20               0    0.0029956304   8.4330182e-07   7.7065505e-22
      0.2963964   7.5102421e-17   1.3296657e-20               0    0.0029859418   8.4252415e-07   7.7065505e-22
      0.2984985   7.5102421e-17   1.3296657e-20               0    0.0029762531   8.4174648e-07   7.7065505e-22
      0.3006006   7.5102421e-17   1.3296657e-20               0    0.0029665644    8.409688e-07   7.7065505e-22
      0.3027027    7.476362e-17   1.3840367e-20               0    0.0029570464   8.4021089e-07   7.6719464e-22
      0.3048048    7.476362e-17   1.3840367e-20               0    0.0029475833   8.3945936e-07   7.6719464e-22
     0.30690691    7.476362e-17   1.3840367e-20               0    0.0029381203   8.3870782e-07   7.6719464e-22
     0.30900901    7.476362e-17   1.3840367e-20               0    0.0029286573   8.3795628e-07   7.6719464e-22
     0.31111111   7.4428438e-17   1.4128195e-20               0    0.0029193706   8.3721584e-07   7.6434296e-22
     0.31321321   7.4428438e-17   1.4128195e-20               0    0.0029104474   8.3649827e-07   7.6434296e-22
     0.31531532   7.4428438e-17   1.4128195e-20               0    0.0029015243    8.357807e-07   7.6434296e-22
     0.31741742   7.4428438e-17   1.4128195e-20               0    0.0028926011   8.3506313e-07   7.6434296e-22
     0.31951952   7.4428438e-17   1.4128195e-20               0    0.0028836779   8.3434556e-07   7.6434296e-22
     0.32162162   7.4100933e-17   1.3991723e-20               0    0.0028752458   8.3365835e-07   7.6198393e-22
     0.32372372   7.4100933e-17   1.3991723e-20               0    0.0028669679   8.3298068e-07   7.6198393e-22
     0.32582583   7.4100933e-17   1.3991723e-20               0      0.00285869   8.3230301e-07   7.6198393e-22
     0.32792793   7.4100933e-17   1.3991723e-20               0    0.0028504121   8.3162535e-07   7.6198393e-22
     0.33003003   7.3783955e-17   1.3459298e-20               0    0.0028421635   8.3095001e-07   7.5991822e-22
     0.33213213   7.3783955e-17   1.3459298e-20               0    0.0028344162   8.3031471e-07   7.5991822e-22
     0.33423423   7.3783955e-17   1.3459298e-20               0    0.0028266689   8.2967942e-07   7.5991822e-22
     0.33633634   7.3783955e-17   1.3459298e-20               0    0.0028189216   8.2904412e-07   7.5991822e-22
     0.33843844   7.3783955e-17   1.3459298e-20               0    0.0028111743   8.2840882e-07   7.5991822e-22
     0.34054054   7.3478732e-17   1.2677155e-20               0    0.0028035166   8.2778207e-07   7.5797492e-22
     0.34264264   7.3478732e-17   1.2677155e-20               0    0.0027962072   8.2718854e-07   7.5797492e-22
     0.34474474   7.3478732e-17   1.2677155e-20               0    0.0027888977   8.2659501e-07   7.5797492e-22
     0.34684685   7.3478732e-17   1.2677155e-20               0    0.0027815883   8.2600148e-07   7.5797492e-22
     0.34894895   7.3478732e-17   1.2677155e-20               0    0.0027742789   8.2540795e-07   7.5797492e-22
     0.35105105    7.318531e-17   1.1791369e-20               0    0.0027670564    8.248225e-07   7.5606564e-22
     0.35315315    7.318531e-17   1.1791369e-20               0    0.0027601704   8.2426832e-07   7.5606564e-22
     0.35525526    7.318531e-17   1.1791369e-20               0    0.0027532843   8.2371415e-07   7.5606564e-22
     0.35735736    7.318531e-17   1.1791369e-20               0    0.0027463983   8.2315997e-07   7.5606564e-22
     0.35945946    7.318531e-17   1.1791369e-20               0    0.0027395123    8.226058e-07   7.5606564e-22
     0.36156156    7.290308e-17    1.090644e-20               0    0.0027326474   8.2205349e-07   7.5416989e-22
     0.36366366    7.290308e-17    1.090644e-20               0    0.0027261657   8.2153515e-07   7.5416989e-22
     0.36576577    7.290308e-17    1.090644e-20               0    0.0027196841   8.2101681e-07   7.5416989e-22
     0.36786787    7.290308e-17    1.090644e-20               0    0.0027132024   8.2049847e-07   7.5416989e-22
     0.36996997    7.290308e-17    1.090644e-20               0    0.0027067208   8.1998012e-07   7.5416989e-22
     0.37207207    7.290308e-17    1.090644e-20               0    0.0027002391   8.1946178e-07   7.5416989e-22
     0.37417417   7.2630781e-17   1.0024586e-20               0    0.0026940128   8.1896711e-07   7.5234258e-22
     0.37627628   7.2630781e-17   1.0024586e-20               0    0.0026878757   8.1848073e-07   7.5234258e-22
     0.37837838   7.2630781e-17   1.0024586e-20               0    0.0026817387   8.1799435e-07   7.5234258e-22
     0.38048048   7.2630781e-17   1.0024586e-20               0    0.0026756017   8.1750796e-07   7.5234258e-22
     0.38258258   7.2630781e-17   1.0024586e-20               0    0.0026694647   8.1702158e-07   7.5234258e-22
     0.38468468   7.2367163e-17   9.0879102e-21               0    0.0026633921   8.1654175e-07   7.5090348e-22
     0.38678679   7.2367163e-17   9.0879102e-21               0     0.002657497   8.1608001e-07   7.5090348e-22
     0.38888889   7.2367163e-17   9.0879102e-21               0     0.002651602   8.1561827e-07   7.5090348e-22
     0.39099099   7.2367163e-17   9.0879102e-21               0    0.0026457069   8.1515653e-07   7.5090348e-22
     0.39309309   7.2367163e-17   9.0879102e-21               0    0.0026398119   8.1469479e-07   7.5090348e-22
      0.3951952   7.2367163e-17   9.0879102e-21               0    0.0026339168   8.1423305e-07   7.5090348e-22
      0.3972973   7.2106785e-17   7.7913679e-21               0     0.002628111   8.1377848e-07   7.5072437e-22
      0.3993994   7.2106785e-17   7.7913679e-21               0    0.0026223591   8.1332824e-07   7.5072437e-22
      0.4015015   7.2106785e-17   7.7913679e-21               0    0.0026166072     8.12878e-07   7.5072437e-22
      0.4036036   7.2106785e-17   7.7913679e-21               0    0.0026108553   8.1242776e-07   7.5072437e-22
     0.40570571   7.2106785e-17   7.7913679e-21               0    0.0026051034   8.1197753e-07   7.5072437e-22
     0.40780781   7.2106785e-17   7.7913679e-21               0    0.0025993514   8.1152729e-07   7.5072437e-22
     0.40990991   7.1840939e-17   5.2080688e-21               0    0.0025937042   8.1107032e-07   7.5506502e-22
     0.41201201   7.1840939e-17   5.2080688e-21               0    0.0025880821   8.1061174e-07   7.5506502e-22
     0.41411411   7.1840939e-17   5.2080688e-21               0    0.0025824599   8.1015317e-07   7.5506502e-22
     0.41621622   7.1840939e-17   5.2080688e-21               0    0.0025768377    8.096946e-07   7.5506502e-22
     0.41831832   7.1840939e-17   5.2080688e-21               0    0.0025712155   8.0923602e-07   7.5506502e-22
     0.42042042   7.1840939e-17   5.2080688e-21               0    0.0025655933   8.0877745e-07   7.5506502e-22
     0.42252252   7.1554935e-17   -4.258352e-22               0    0.0025601027   8.0828716e-07   7.7171706e-22
     0.42462462   7.1554935e-17   -4.258352e-22               0    0.0025546425   8.0778954e-07   7.7171706e-22
     0.42672673   7.1554935e-17   -4.258352e-22               0    0.0025491823   8.0729193e-07   7.7171706e-22
     0.42882883   7.1554935e-17   -4.258352e-22               0    0.0025437221   8.0679431e-07   7.7171706e-22
     0.43093093   7.1554935e-17   -4.258352e-22               0    0.0025382619    8.062967e-07   7.7171706e-22
     0.43303303   7.1554935e-17   -4.258352e-22               0    0.0025328017   8.0579908e-07   7.7171706e-22
     0.43513514   7.1225128e-17  -8.8504348e-21               0    0.0025273802   8.0525448e-07    8.131196e-22
     0.43723724   7.1225128e-17  -8.8504348e-21               0    0.0025219811   8.0468269e-07    8.131196e-22
     0.43933934   7.1225128e-17  -8.8504348e-21               0     0.002516582   8.0411091e-07    8.131196e-22
     0.44144144   7.1225128e-17  -8.8504348e-21               0    0.0025111828   8.0353913e-07    8.131196e-22
     0.44354354   7.1225128e-17  -8.8504348e-21               0    0.0025057837   8.0296734e-07    8.131196e-22
     0.44564565   7.1225128e-17  -8.8504348e-21               0    0.0025003846   8.0239556e-07    8.131196e-22
     0.44774775    7.082956e-17  -1.6629893e-20               0    0.0024949471    8.018049e-07   8.8357595e-22
     0.44984985    7.082956e-17  -1.6629893e-20               0    0.0024894033   8.0116183e-07   8.8357595e-22
     0.45195195    7.082956e-17  -1.6629893e-20               0    0.0024838594   8.0051875e-07   8.8357595e-22
     0.45405405    7.082956e-17  -1.6629893e-20               0    0.0024783155   7.9987568e-07   8.8357595e-22
     0.45615616    7.082956e-17  -1.6629893e-20               0    0.0024727716    7.992326e-07   8.8357595e-22
     0.45825826    7.082956e-17  -1.6629893e-20               0    0.0024672278   7.9858953e-07   8.8357595e-22
     0.46036036    7.082956e-17  -1.6629893e-20               0    0.0024616839   7.9794645e-07   8.8357595e-22
     0.46246246   7.0391317e-17  -1.8687056e-20               0    0.0024561074   7.9729607e-07   9.5342402e-22
     0.46456456   7.0391317e-17  -1.8687056e-20               0     0.002450517   7.9664255e-07   9.5342402e-22
     0.46666667   7.0391317e-17  -1.8687056e-20               0    0.0024449266   7.9598904e-07   9.5342402e-22
     0.46876877   7.0391317e-17  -1.8687056e-20               0    0.0024393362   7.9533552e-07   9.5342402e-22
     0.47087087   7.0391317e-17  -1.8687056e-20               0    0.0024337457   7.9468201e-07   9.5342402e-22
     0.47297297   7.0391317e-17  -1.8687056e-20               0    0.0024281553   7.9402849e-07   9.5342402e-22
     0.47507508   7.0391317e-17  -1.8687056e-20               0    0.0024225649   7.9337498e-07   9.5342402e-22
     0.47717718   6.9963727e-17  -1.6840944e-20               0    0.0024172722   7.9277115e-07   1.0011991e-21
     0.47927928   6.9963727e-17  -1.6840944e-20               0    0.0024120006   7.9217083e-07   1.0011991e-21
     0.48138138   6.9963727e-17  -1.6840944e-20               0    0.0024067289   7.9157051e-07   1.0011991e-21
     0.48348348   6.9963727e-17  -1.6840944e-20               0    0.0024014573   7.9097019e-07   1.0011991e-21
     0.48558559   6.9963727e-17  -1.6840944e-20               0    0.0023961857   7.9036987e-07   1.0011991e-21
     0.48768769   6.9963727e-17  -1.6840944e-20               0     0.002390914   7.8976955e-07   1.0011991e-21
     0.48978979   6.9963727e-17  -1.6840944e-20               0    0.0023856424   7.8916923e-07   1.0011991e-21
     0.49189189   6.9577196e-17  -1.3099811e-20               0    0.0023808493   7.8864455e-07   1.0361446e-21
     0.49399399   6.9577196e-17  -1.3099811e-20               0     0.002376076   7.8812301e-07   1.0361446e-21
      0.4960961   6.9577196e-17  -1.3099811e-20               0    0.0023713028   7.8760147e-07   1.0361446e-21
      0.4981982   6.9577196e-17  -1.3099811e-20               0    0.0023665296   7.8707993e-07   1.0361446e-21
      0.5003003   6.9577196e-17  -1.3099811e-20               0    0.0023617564    7.865584e-07   1.0361446e-21
      0.5024024   6.9577196e-17  -1.3099811e-20               0    0.0023569832   7.8603686e-07   1.0361446e-21
      0.5045045   6.9577196e-17  -1.3099811e-20               0      0.00235221   7.8551532e-07   1.0361446e-21
     0.50660661   6.9237911e-17  -1.0209704e-20               0    0.0023477051   7.8505045e-07   1.0599801e-21
     0.50870871   6.9237911e-17  -1.0209704e-20               0    0.0023432796   7.8460233e-07   1.0599801e-21
     0.51081081   6.9237911e-17  -1.0209704e-20               0     0.002338854   7.8415421e-07   1.0599801e-21
     0.51291291   6.9237911e-17  -1.0209704e-20               0    0.0023344285   7.8370609e-07   1.0599801e-21
     0.51501502   6.9237911e-17  -1.0209704e-20               0    0.0023300029   7.8325797e-07   1.0599801e-21
     0.51711712   6.9237911e-17  -1.0209704e-20               0    0.0023255774   7.8280985e-07   1.0599801e-21
     0.51921922   6.9237911e-17  -1.0209704e-20               0    0.0023211518   7.8236174e-07   1.0599801e-21
     0.52132132   6.8935302e-17  -8.1391562e-21               0    0.0023167609   7.8193368e-07   1.0751383e-21
     0.52342342   6.8935302e-17  -8.1391562e-21               0    0.0023124306   7.8154088e-07   1.0751383e-21
     0.52552553   6.8935302e-17  -8.1391562e-21               0    0.0023081003   7.8114808e-07   1.0751383e-21
     0.52762763   6.8935302e-17  -8.1391562e-21               0      0.00230377   7.8075528e-07   1.0751383e-21
     0.52972973   6.8935302e-17  -8.1391562e-21               0    0.0022994397   7.8036248e-07   1.0751383e-21
     0.53183183   6.8935302e-17  -8.1391562e-21               0    0.0022951094   7.7996967e-07   1.0751383e-21
     0.53393393   6.8935302e-17  -8.1391562e-21               0    0.0022907791   7.7957687e-07   1.0751383e-21
     0.53603604   6.8935302e-17  -8.1391562e-21               0    0.0022864488   7.7918407e-07   1.0751383e-21
     0.53813814   6.8657319e-17  -6.4472422e-21               0    0.0022820855   7.7885082e-07   1.0845176e-21
     0.54024024   6.8657319e-17  -6.4472422e-21               0    0.0022777096   7.7854004e-07   1.0845176e-21
     0.54234234   6.8657319e-17  -6.4472422e-21               0    0.0022733338   7.7822927e-07   1.0845176e-21
     0.54444444   6.8657319e-17  -6.4472422e-21               0    0.0022689579   7.7791849e-07   1.0845176e-21
     0.54654655   6.8657319e-17  -6.4472422e-21               0    0.0022645821   7.7760772e-07   1.0845176e-21
     0.54864865   6.8657319e-17  -6.4472422e-21               0    0.0022602063   7.7729694e-07   1.0845176e-21
     0.55075075   6.8657319e-17  -6.4472422e-21               0    0.0022558304   7.7698617e-07   1.0845176e-21
     0.55285285   6.8657319e-17  -6.4472422e-21               0    0.0022514546   7.7667539e-07   1.0845176e-21
     0.55495495   6.8394438e-17  -4.8428932e-21               0    0.0022469672   7.7638801e-07   1.0905675e-21
     0.55705706   6.8394438e-17  -4.8428932e-21               0     0.002242461   7.7610461e-07   1.0905675e-21
     0.55915916   6.8394438e-17  -4.8428932e-21               0    0.0022379547    7.758212e-07   1.0905675e-21
     0.56126126   6.8394438e-17  -4.8428932e-21               0    0.0022334484    7.755378e-07   1.0905675e-21
     0.56336336   6.8394438e-17  -4.8428932e-21               0    0.0022289422    7.752544e-07   1.0905675e-21
     0.56546547   6.8394438e-17  -4.8428932e-21               0    0.0022244359   7.7497099e-07   1.0905675e-21
